,site_name,address,city,long,lat,county,phone,website,status
310,Chevron 1505,1589 S Bascom Ave,Campbell,-121.93183,37.29475,Santa Clara,(408) 371-5191,https://www.chevronwithtechron.com/station,OPERATIONAL
311,Las Americas Bakery 2,7435 Monterey St,Gilroy,-121.56893000000001,37.007271,Santa Clara,(408) 848-5152,No website listed,OPERATIONAL
312,Shop & Save Market,365 Bird Ave,San Jose,-121.89988000000001,37.323982,Santa Clara,(408) 286-4211,No website listed,OPERATIONAL
313,7 Eleven 2367-14218a,3111 Payne Ave,San Jose,-121.9508,37.301579,Santa Clara,(408) 985-7379,https://www.7-eleven.com/locations/ca/san-jose/3111-payne-ave-14218?yext=14218,OPERATIONAL
314,Smart & Final 779,401 Jacklin Rd,Milpitas,-121.90223,37.446509999999996,Santa Clara,(408) 941-9642,http://locations.smartandfinal.com/ca/milpitas/779/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
315,99 Ranch Market 72,1350 Grant Rd,Mountain View,-122.0752,37.377758,Santa Clara,(650) 966-8899,http://www.99ranch.com/,OPERATIONAL
316,Charlies Market,1441 E Bayshore Rd,East Palo Alto,-122.14483,37.463184000000005,Santa Clara,(650) 325-6868,No website listed,OPERATIONAL
317,7-Eleven 17733D,2105 Scott Blvd,Santa Clara,-121.95953,37.361382,Santa Clara,(408) 296-5809,https://www.7-eleven.com/locations/ca/santa-clara/2105-scott-blvd-17733?yext=17733,OPERATIONAL
318,7-ELEVEN 20521E,602 Tully Rd,San Jose,-121.84731000000001,37.308044,Santa Clara,(408) 286-9555,https://www.7-eleven.com/locations/ca/san-jose/602-tully-rd-20521?yext=20521,OPERATIONAL
319,Vineyard Chevron 1,15865 Monterey Rd,Morgan Hill,-121.64029,37.110706,Santa Clara,(408) 779-0191,https://www.chevronwithtechron.com/station/15865-Monterey-Road-Morgan-Hill-CA-95037-id207808,OPERATIONAL
320,Grocery Outlet Of Gilroy,333 E 10th St,Gilroy,-121.56178999999999,37.001488,Santa Clara,(408) 848-2700,https://groceryoutlet.com/circulars/storeid/184,OPERATIONAL
321,Whole Foods Market 10005,774 Emerson St,Palo Alto,-122.15948,37.442596,Santa Clara,(650) 326-8676,http://www.wholefoodsmarket.com/stores/paloalto,OPERATIONAL
322,Creekside Farmers' Market,10455 Miller Ave,Cupertino,-122.01336,37.316494,Santa Clara,(925) 825-9090,http://pcfma.org/,OPERATIONAL
323,Trader Joes 232,7250 Bollinger Rd,San Jose,-122.03138999999999,37.312183000000005,Santa Clara,(408) 873-7384,https://locations.traderjoes.com/ca/san-jose/232/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
324,H Mart De Anza. Llc,1179 S de Anza Blvd,San Jose,-122.03238,37.303894,Santa Clara,(408) 418-1601,https://www.hmart.com/,OPERATIONAL
325,Dollar Tree 2083,5540 Snell Ave,San Jose,-121.83073,37.253262,Santa Clara,(408) 826-3255,https://www.dollartree.com/locations/ca/san-jose/2083/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
326,Tully Market,1709 Tully Rd,San Jose,-121.82506000000001,37.323093,Santa Clara,(408) 929-1786,https://www.pointy.com/shops/usa/ca/san-jose/tully-market,OPERATIONAL
327,Tej Papa Murphy Inc CA005,1375 Blossom Hill Rd,San Jose,-121.88917,37.2439,Santa Clara,(408) 264-6464,https://order.papamurphys.com/menu/papa-murphys-blossom?utm_source=organic&utm_medium=gmb&utm_campaign=yext,OPERATIONAL
328,T & L Market,451 E Julian St,San Jose,-121.88468,37.344955,Santa Clara,(408) 295-3738,No website listed,OPERATIONAL
329,Foothill Produce,2310 Homestead Rd,Los Altos,-122.06747,37.337677,Santa Clara,(408) 735-7775,https://www.facebook.com/foothillproducelosalto/,OPERATIONAL
330,WALGREENS 5219,5 S 1st St,San Jose,-121.8905,37.33596,Santa Clara,(408) 287-0600,https://www.walgreens.com/locator/walgreens-780+e+santa+clara+st-san+jose-ca-95112/id=4372,CLOSED_PERMANENTLY
331,WALGREENS 840,1334 Saratoga Ave,San Jose,-121.98203999999998,37.300381,Santa Clara,(408) 249-7333,https://www.walgreens.com/locator/walgreens-1334+saratoga+ave-san+jose-ca-95129/id=840,OPERATIONAL
332,Walgreens 5454,1661 McKee Rd,San Jose,-121.8614,37.357665999999995,Santa Clara,(408) 347-1404,https://www.walgreens.com/locator/walgreens-1661+mckee+rd-san+jose-ca-95116/id=5454,OPERATIONAL
333,Mckee Seafood Supermarket,2331 Mckee Rd,San Jose,-121.84916000000001,37.366089,Santa Clara,(408) 251-5566,No website listed,OPERATIONAL
334,Kwikee Mart,2044 McKee Rd,San Jose,-121.85538000000001,37.361534000000006,Santa Clara,(408) 259-4935,No website listed,OPERATIONAL
335,CVS Pharmacy 9684,2630 W El Camino Real,Mountain View,-122.11464,37.401939,Santa Clara,(650) 941-8430,https://www.cvs.com/store-locator/cvs-pharmacy-address/2630+West+El+Camino+Real-Mountain+View-CA-94040/storeid=9684?WT.mc_id=LS_GOOGLE_FS_9684,OPERATIONAL
336,CVS Pharmacy 9810,1685 Tully Rd,San Jose,-121.82625,37.322285,Santa Clara,(408) 923-6616,https://www.cvs.com/store-locator/cvs-pharmacy-address/1685+Tully+Road-San+Jose-CA-95122/storeid=9810?WT.mc_id=LS_GOOGLE_FS_9810,OPERATIONAL
337,SAFEWAY  1245,15543 Union Ave,Los Gatos,-121.93128999999999,37.242519,Santa Clara,(408) 559-5752,https://local.pharmacy.safeway.com/ca/los-gatos/15549-union-ave.html,OPERATIONAL
338,Lucky 761,200 El Paseo de Saratoga,San Jose,-121.99387,37.288292,Santa Clara,(408) 364-8800,http://luckysupermarkets.com/,OPERATIONAL
339,Emit Mini Market,1492 Almaden Rd,San Jose,-121.87836000000001,37.312466,Santa Clara,(408) 380-4869,No website listed,OPERATIONAL
340,LION FOOD CENTER,1838 N Milpitas Blvd,Milpitas,-121.91129,37.456821000000005,Santa Clara,(408) 946-0888,http://www.lionsupermarket.com/,OPERATIONAL
341,HANKOOK SUPER MARKET,1092 E El Camino Real,Sunnyvale,-122.00225,37.352142,Santa Clara,(408) 244-0871,http://www.hankooksupermarket.com/index.htm,OPERATIONAL
342,Grocery Outlet Of Santa Teresa 410,7076 Santa Teresa Blvd,San Jose,-121.7748,37.225887,Santa Clara,(669) 234-3465,https://groceryoutlet.com/circulars/storeid/410,OPERATIONAL
343,Trader Joes 0212,635 Coleman Ave,San Jose,-121.90915,37.341274,Santa Clara,(408) 298-9731,https://locations.traderjoes.com/ca/san-jose/212/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
344,Patel Brothers of Santa Clara,2039 El Camino Real,Santa Clara,-121.96049,37.352497,Santa Clara,(408) 261-3555,http://www.patelbros.com/,OPERATIONAL
345,M&m Liquor,7901 Westwood Dr,Gilroy,-121.59383999999999,37.012474,Santa Clara,(408) 847-8573,No website listed,OPERATIONAL
346,MARINA FOOD #2,10122 Bandley Dr,Cupertino,-122.03457,37.32431,Santa Clara,(408) 255-2648,No website listed,OPERATIONAL
347,Mediterranean Food Market,398 Saratoga Ave,San Jose,-121.97102,37.321715999999995,Santa Clara,(408) 241-3700,No website listed,OPERATIONAL
348,SAFEWAY 1108,1750 Miramonte Ave,Mountain View,-122.08711000000001,37.372292,Santa Clara,(650) 903-5850,https://local.safeway.com/safeway/ca/mountain-view/1750-miramonte-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
349,CVS Pharmacy 9700,576 E El Camino Real,Sunnyvale,-122.02643,37.362815999999995,Santa Clara,(408) 739-4620,https://www.cvs.com/store-locator/cvs-pharmacy-address/576+East+El+Camino+Real-Sunnyvale-CA-94087/storeid=9700?WT.mc_id=LS_GOOGLE_FS_9700,OPERATIONAL
350,CVS Pharmacy 9944,3081 Stevens Creek Blvd,Santa Clara,-121.94955,37.323395,Santa Clara,(408) 241-5141,https://www.cvs.com/store-locator/cvs-pharmacy-address/3081+Stevens+Creek+Boulevard-Santa+Clara-CA-95050/storeid=9944?WT.mc_id=LS_GOOGLE_FS_9944,OPERATIONAL
351,CVS Pharmacy 9987,1798 Miramonte Ave,Mountain View,-122.08711000000001,37.371601,Santa Clara,(650) 969-6297,https://www.cvs.com/store-locator/cvs-pharmacy-address/1798+Miramonte+Avenue-Mountain+View-CA-94040/storeid=9987?WT.mc_id=LS_GOOGLE_FS_9987,OPERATIONAL
352,Lion Market,1031 E Capitol Expressway,San Jose,-121.82321,37.299155999999996,Santa Clara,(408) 226-9888,http://www.lionsupermarket.com/,OPERATIONAL
353,BARAKA HALAL MARKET,952 W El Camino Real,Sunnyvale,-122.04693999999999,37.371414,Santa Clara,(408) 830-0016,https://barakahalalmarket.business.site/,OPERATIONAL
354,Grocery Outlet Of Santa Clara,3520 Homestead Rd,Santa Clara,-121.99366,37.337803,Santa Clara,(408) 249-9046,https://groceryoutlet.com/circulars/storeid/238,OPERATIONAL
355,EZ Market Inc 2,2644 Cropley Ave,San Jose,-121.88123,37.403725,Santa Clara,(408) 586-8819,No website listed,OPERATIONAL
356,Paul's Market,412 E Empire St,San Jose,-121.88828000000001,37.348927,Santa Clara,(408) 380-4196,https://www.uhaul.com/Locations/Truck-Rentals-near-San-Jose-CA-95112/040763/,OPERATIONAL
357,Lucky 759,129 Bernal Rd,San Jose,-121.7742,37.229923,Santa Clara,(408) 578-6268,"https://www.luckysupermarkets.com/stores#/?coordinates=37.232904100000006,-121.77689999999996&zoom=4",OPERATIONAL
358,Dollar Tree 1270,5536 Monterey Hwy,San Jose,-121.79869,37.253624,Santa Clara,(408) 826-0189,https://www.dollartree.com/locations/ca/san-jose/1270/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
359,Safeway 3403,580 N Rengstorff Ave,Mountain View,-122.09288000000001,37.410957,Santa Clara,(650) 316-6321,https://local.safeway.com/safeway/ca/mountain-view/580-n-rengstorff-ave.html,OPERATIONAL
360,Bonfare Market 18,1233 Jacklin Rd,Milpitas,-121.88817,37.447659,Santa Clara,(408) 262-6151,http://www.bonfaremarkets.com/,OPERATIONAL
361,Dollar Tree 3853,916 Story Rd,San Jose,-121.85673999999999,37.330517,Santa Clara,(669) 212-4077,https://www.dollartree.com/locations/ca/san-jose/3853/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
362,Rotten Robbie 32,1061 Lincoln Ave,San Jose,-121.90231000000001,37.310154,Santa Clara,(408) 292-0300,http://www.rottenrobbie.com/,OPERATIONAL
363,Dollar Tree 3725,588 E El Camino Real,Sunnyvale,-122.02600000000001,37.362419,Santa Clara,(408) 701-6001,https://www.dollartree.com/locations/ca/sunnyvale/3725/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
364,DOLLAR TREE 1236,1350 S PARK VICTORIA,MILPITAS,-121.87513999999999,37.416579999999996,Santa Clara,(408) 964-5442,https://www.dollartree.com/locations/ca/milipitas/1236/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
365,Lucky 758,565 W Capitol Expy,San Jose,-121.85356000000002,37.274677000000004,Santa Clara,(408) 445-6900,No website listed,OPERATIONAL
366,Pars Kosher Market,3978 S Bascom Ave,San Jose,-121.94783999999999,37.258590999999996,Santa Clara,(408) 340-5443,No website listed,OPERATIONAL
367,SHAN MARKET,1250 E Julian St,San Jose,-121.8699,37.351836999999996,Santa Clara,(408) 297-3355,No website listed,OPERATIONAL
368,7-Eleven 14241G,3565 Benton St,Santa Clara,-121.99435,37.345387,Santa Clara,(408) 984-8848,https://www.7-eleven.com/locations/ca/santa-clara/3565-benton-st-14241?yext=14241,OPERATIONAL
369,CVS Pharmacy 9856,1165 W El Camino Real,Sunnyvale,-122.05488000000001,37.373591999999995,Santa Clara,(408) 732-1688,https://www.cvs.com/store-locator/cvs-pharmacy-address/1165+West+El+Camino+Real-Sunnyvale-CA-94087/storeid=9856?WT.mc_id=LS_GOOGLE_FS_9856,OPERATIONAL
370,CVS Pharmacy 9995,1405 Foxworthy Ave,San Jose,-121.89098,37.275211,Santa Clara,(408) 264-0371,https://www.cvs.com/store-locator/cvs-pharmacy-address/1405+Foxworthy+Avenue-San+Jose-CA-95118/storeid=9995?WT.mc_id=LS_GOOGLE_FS_9995,OPERATIONAL
371,CVS Pharmacy 9793,2700 Homestead Rd,Santa Clara,-121.97421999999999,37.339115,Santa Clara,(408) 247-8700,https://www.cvs.com/store-locator/cvs-pharmacy-address/2700+Homestead+Road-Santa+Clara-CA-95051/storeid=9793?WT.mc_id=LS_GOOGLE_FS_9793,OPERATIONAL
372,Rotten Robbie 3,370 E Hamilton Ave,Campbell,-121.94323,37.294243,Santa Clara,(408) 378-3611,http://www.rottenrobbie.com/,OPERATIONAL
373,Big Lots 4261,1832 Hillsdale Ave,San Jose,-121.91951999999999,37.262314,Santa Clara,(408) 267-7283,https://local.biglots.com/ca/san-jose/4261?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,OPERATIONAL
374,Dollar Tree 3764,1178 N Capitol Ave,San Jose,-121.86175,37.387932,Santa Clara,(408) 678-3453,https://www.dollartree.com/locations/ca/san-jose/3764/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
375,Dollar Tree 3823,14406 Union Ave,San Jose,-121.93128999999999,37.258701,Santa Clara,(408) 963-2068,https://www.dollartree.com/locations/ca/san-jose/3823/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
376,Speedway 1493,921 W Hamilton Ave,Campbell,-121.96566999999999,37.294266,Santa Clara,(408) 871-1392,http://www.speedway.com/,OPERATIONAL
377,CVS Pharmacy 9161,45 N Milpitas Blvd,Milpitas,-121.9006,37.434185,Santa Clara,(408) 946-6424,https://www.cvs.com/store-locator/cvs-pharmacy-address/45+North+Milpitas+Boulevard-Milpitas-CA-95035/storeid=9161?WT.mc_id=LS_GOOGLE_FS_9161,OPERATIONAL
378,Gbg Llc,3777 Williams Rd,San Jose,-121.96713000000001,37.308529,Santa Clara,(408) 246-5335,No website listed,OPERATIONAL
379,Dollar Tree 3185,5041 Almaden Expy,San Jose,-121.87625,37.257713,Santa Clara,(408) 826-0427,https://www.dollartree.com/locations/ca/san-jose/3185/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
380,Dollar Tree 2274,1260A 1st St,Gilroy,-121.59481000000001,37.013481,Santa Clara,(408) 427-0035,https://www.dollartree.com/locations/ca/gilroy/2274/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
381,Charlee's Liquor Market,2905 S Bascom Ave,Campbell,-121.93862,37.269141999999995,Santa Clara,(408) 371-6790,No website listed,OPERATIONAL
382,CVS Pharmacy 9229,3220 S White Rd,San Jose,-121.79299999999999,37.316359999999996,Santa Clara,(408) 238-9603,https://www.cvs.com/store-locator/cvs-pharmacy-address/3220+South+White+Road-San+Jose-CA-95148/storeid=9229?WT.mc_id=LS_GOOGLE_FS_9229,OPERATIONAL
383,CVS Pharmacy 9337,6910 Almaden Expy,San Jose,-121.84884,37.21217,Santa Clara,(408) 927-7310,https://www.cvs.com/store-locator/cvs-pharmacy-address/6910+Almaden+Expy-San+Jose-CA-95120/storeid=9337?WT.mc_id=LS_GOOGLE_FS_9337,OPERATIONAL
384,7-Eleven 15766D,90 Stern Ave,Cupertino,-122.00334,37.319824,Santa Clara,(408) 255-6711,https://www.7-eleven.com/locations/ca/cupertino/90-stern-ave-15766?yext=15766,OPERATIONAL
385,7-Eleven 14211 B,280 E Main St,Los Gatos,-121.97509,37.221053999999995,Santa Clara,(408) 354-8280,https://www.7-eleven.com/locations/ca/los-gatos/280-east-main-st-14211?yext=14211,OPERATIONAL
386,7-Eleven 14257 B,2032 Story Rd,San Jose,-121.83693999999998,37.343967,Santa Clara,(408) 251-0555,https://www.7-eleven.com/locations/ca/san-jose/2032-story-rd-14257?yext=14257,OPERATIONAL
387,7-Eleven 14306 D,295 W Main Ave,Morgan Hill,-121.65983999999999,37.127407,Santa Clara,(408) 779-4077,https://www.7-eleven.com/locations/ca/morgan-hill/295-west-main-ave-14306?yext=14306,OPERATIONAL
388,CVS Pharmacy 7774,850 California St,Mountain View,-122.0813,37.391697,Santa Clara,(650) 691-4004,https://www.cvs.com/store-locator/cvs-pharmacy-address/850+California+Street-Mountain+View-CA-94041/storeid=7774?WT.mc_id=LS_GOOGLE_FS_7774,OPERATIONAL
389,"Country Time Market, LLC",2200 University Ave,East Palo Alto,-122.1415,37.465874,Santa Clara,(650) 322-6919,No website listed,OPERATIONAL
390,Gp Bottle Llc,2364 Pruneridge Ave,Santa Clara,-121.96256000000001,37.329914,Santa Clara,(408) 260-1235,https://gp-bottle-shop.business.site/?utm_source=gmb&utm_medium=referral,OPERATIONAL
391,Yawh Mini Mart,367 Meridian Ave,San Jose,-121.91378,37.32177,Santa Clara,(408) 298-3743,No website listed,OPERATIONAL
392,Sprouts Farmers Market 283,2060 El Camino Real,Santa Clara,-121.96143000000001,37.352283,Santa Clara,(408) 780-7248,https://sprouts.com/store/ca/santa-clara/santa-clara,OPERATIONAL
393,One Stop Liquor,801 Lincoln Ave,San Jose,-121.90597,37.314823,Santa Clara,(408) 293-4156,http://www.sjliquor.com/,OPERATIONAL
394,Barron Park Market,3876 El Camino Real,Palo Alto,-122.13058999999998,37.416985,Santa Clara,(650) 493-2700,http://www.barronparkflorist.com/,OPERATIONAL
395,Gbja Llc,2561 Newhall St,Santa Clara,-121.95105,37.337505,Santa Clara,No formatted_phone_number listed,No website listed,No business_status listed
396,CVS Pharmacy 3029,1097 Leigh Ave,San Jose,-121.92249,37.303959000000006,Santa Clara,(408) 294-2240,https://www.cvs.com/store-locator/cvs-pharmacy-address/1097+Leigh+Avenue-San+Jose-CA-95126/storeid=3029?WT.mc_id=LS_GOOGLE_FS_3029,OPERATIONAL
397,Target Store T-1426,450 N Capitol Ave,San Jose,-121.84623,37.373531,Santa Clara,(408) 254-8931,https://www.target.com/sl/san-jose-capitol/1426,OPERATIONAL
398,CVS Pharmacy 9895,100 N San Tomas Aquino Rd,Campbell,-121.97658999999999,37.28751,Santa Clara,No place found,No place found,No place found
399,CVS Pharmacy 9808,470 Blossom Hill Rd,San Jose,-121.8337,37.251152000000005,Santa Clara,(408) 578-4900,https://www.cvs.com/store-locator/cvs-pharmacy-address/470+Blossom+Hill+Road-San+Jose-CA-95123/storeid=9808?WT.mc_id=LS_GOOGLE_FS_9808,OPERATIONAL
400,99 RANCH MARKET 66,338 Barber Ln,Milpitas,-121.91776999999999,37.421585,Santa Clara,(408) 946-8899,http://www.99ranch.com/,OPERATIONAL
401,WALGREENS 3344,4170 El Camino Real,Palo Alto,-122.12459,37.411781,Santa Clara,(650) 858-2007,https://www.walgreens.com/locator/walgreens-4170+el+camino+real-palo+alto-ca-94306/id=3344,OPERATIONAL
402,Walmart Store 2280,600 Showers Dr,Mountain View,-122.10812,37.401127,Santa Clara,(650) 917-0796,https://www.walmart.com/store/2280/mountain-view-ca/details,OPERATIONAL
403,7-ELEVEN #16799 A,162 W 10th St,Gilroy,-121.5673,36.999863,Santa Clara,(408) 842-8648,https://www.7-eleven.com/locations/ca/gilroy/162-10th-st-16799?yext=16799,OPERATIONAL
404,7-Eleven 14290D,1421 Branham Ln,San Jose,-121.89112,37.259026,Santa Clara,(408) 265-4112,https://www.7-eleven.com/locations/ca/san-jose/1421-branham-ln-14290?yext=14290,OPERATIONAL
405,SETAREH MARKET,4644 Meridian Ave,San Jose,-121.89867,37.255917,Santa Clara,(408) 979-0634,No website listed,OPERATIONAL
406,MAXIM MARKET,1930 Aborn Rd,San Jose,-121.81125,37.310844,Santa Clara,(408) 223-8988,No website listed,OPERATIONAL
407,R & D Liquor,662 Willow St,San Jose,-121.89273,37.312816999999995,Santa Clara,(408) 287-1271,No website listed,OPERATIONAL
408,Big Lots 4271,1581 W Campbell Ave,Campbell,-121.97782,37.286057,Santa Clara,(408) 379-1857,https://local.biglots.com/ca/campbell/4271?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,OPERATIONAL
409,7-Eleven 14246 G,497 Kiely Blvd,San Jose,-121.97081000000001,37.320122,Santa Clara,(408) 985-9294,https://www.7-eleven.com/locations/ca/san-jose/497-kiely-blvd-14246?yext=14246,OPERATIONAL
410,La Estrellita Market,2381 University Ave,East Palo Alto,-122.13991999999999,37.470959,Santa Clara,(650) 328-0799,No website listed,OPERATIONAL
411,Big Lots 4282,200 Serra Way,Milpitas,-121.90926999999999,37.427605,Santa Clara,(408) 946-9605,https://local.biglots.com/ca/milpitas/4282?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,OPERATIONAL
412,Dollar Tree 6337,7128 Santa Teresa Blvd,San Jose,-121.77399,37.225516999999996,Santa Clara,(408) 960-7379,https://www.dollartree.com/locations/ca/san-jose/6337/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
413,Mini Mart & Jr. Deli,2604 Alum Rock Ave,San Jose,-121.83783999999999,37.361031,Santa Clara,(408) 258-6599,No website listed,OPERATIONAL
414,7-Eleven 22795 B,2805 S White Rd,San Jose,-121.79703,37.324787,Santa Clara,(408) 238-2400,https://www.7-eleven.com/locations/ca/san-jose/2805-s.-white-road-22795?yext=22795,OPERATIONAL
415,7-Eleven 14221 D,657 N Santa Cruz Ave,Los Gatos,-121.97775,37.235737,Santa Clara,(408) 354-5733,https://www.7-eleven.com/locations/ca/los-gatos/657-n.-santa-cruz-ave-14221?yext=14221,OPERATIONAL
416,K D Liquor,8401 Church,Gilroy,-121.5773,37.019698999999996,Santa Clara,(408) 767-2220,No website listed,OPERATIONAL
417,Save Food & Liquor,1191 El Camino Real,Santa Clara,-121.94939,37.353756,Santa Clara,(408) 296-6622,No website listed,OPERATIONAL
418,SAFEWAY  997,1663 Branham Ln,San Jose,-121.90733999999999,37.251987,Santa Clara,(408) 267-0550,https://local.safeway.com/safeway/ca/san-jose/1663-branham-ln.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
419,CVS Pharmacy 9198,1675 Hollenbeck Ave,Sunnyvale,-122.04146000000001,37.338383,Santa Clara,(408) 735-7922,https://www.cvs.com/store-locator/cvs-pharmacy-address/1675+Hollenbeck+Avenue-Sunnyvale-CA-94087/storeid=9198?WT.mc_id=LS_GOOGLE_RX_9198,OPERATIONAL
420,7-Eleven 14298D,2223 S Bascom Ave,Campbell,-121.93178999999999,37.282951000000004,Santa Clara,(408) 377-7060,https://www.7-eleven.com/locations/ca/campbell/2223-s.-bascom-ave-14298?yext=14298,OPERATIONAL
421,CVS Pharmacy 9897,3074 Story Rd,San Jose,-121.81953,37.35585,Santa Clara,(408) 259-5600,https://www.cvs.com/store-locator/cvs-pharmacy-address/3074+Story+Road-San+Jose-CA-95127/storeid=9897?WT.mc_id=LS_GOOGLE_FS_9897,OPERATIONAL
422,Princeton Plaza Cfm,1375 Blossom Hill Road,San Jose,-121.88917,37.2439,Santa Clara,(408) 248-6600,http://www.pancal.com/property/princeton-plaza/,CLOSED_TEMPORARILY
423,CVS Pharmacy 9346,1041 El Monte Ave,Mountain View,-122.09583,37.390724,Santa Clara,(650) 961-5560,https://www.cvs.com/store-locator/cvs-pharmacy-address/1041+El+Monte+Avenue-Mountain+View-CA-94040/storeid=9346?WT.mc_id=LS_GOOGLE_FS_9346,OPERATIONAL
424,CVS Pharmacy 9498,5285 PROSPECT RD,SAN JOSE,-121.99478,37.292213000000004,Santa Clara,(408) 253-3352,https://www.cvs.com/store-locator/cvs-pharmacy-address/1800+Saratoga+Ave-San+Jose-CA-95129/storeid=9498?WT.mc_id=LS_GOOGLE_RX_9498,OPERATIONAL
425,CVS Pharmacy 9805,1720 S Bascom Ave,Campbell,-121.93153999999998,37.292259,Santa Clara,(408) 371-7191,https://www.cvs.com/store-locator/cvs-pharmacy-address/1720+South+Bascom+Avenue-Campbell-CA-95008/storeid=9805?WT.mc_id=LS_GOOGLE_FS_9805,OPERATIONAL
426,Lucky 7 Supermarket,1625 Mckee Rd,San Jose,-121.86308999999999,37.356559999999995,Santa Clara,(408) 251-0354,http://www.lucky7super.com/,OPERATIONAL
427,CVS Pharmacy 9534,4850 San Felipe Rd,San Jose,-121.77163,37.299831,Santa Clara,(408) 532-2952,https://www.cvs.com/store-locator/cvs-pharmacy-address/4850+San+Felipe+Road-San+Jose-CA-95135/storeid=9534?WT.mc_id=LS_GOOGLE_RX_9534,OPERATIONAL
428,Carniceria El Corral,259 E Maude Ave,Sunnyvale,-122.02403000000001,37.387577,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
429,Walmart SuperCenter 5766,170 Cochrane Plz,Morgan Hill,-121.65503999999999,37.150887,Santa Clara,(408) 779-8172,https://www.walmart.com/store/5766/morgan-hill-ca/details,OPERATIONAL
430,7-Eleven 14230D,1412 Saratoga Ave,San Jose,-121.98818999999999,37.294918,Santa Clara,(408) 379-9097,https://www.7-eleven.com/locations/ca/san-jose/1412-saratoga-ave-14230?yext=14230,OPERATIONAL
431,CVS Pharmacy 9921,2069 Camden Ave,San Jose,-121.93485,37.262108000000005,Santa Clara,(408) 559-1450,https://www.cvs.com/store-locator/cvs-pharmacy-address/2069+Camden+Avenue-San+Jose-CA-95124/storeid=9921?WT.mc_id=LS_GOOGLE_RX_9921,OPERATIONAL
432,CVS Pharmacy 3935,855 El Camino Real,Palo Alto,-122.16116000000001,37.438381,Santa Clara,(650) 322-2707,https://www.cvs.com/store-locator/cvs-pharmacy-address/855+El+Camino+Real-Palo+Alto-CA-94301/storeid=3935?WT.mc_id=LS_GOOGLE_FS_3935,OPERATIONAL
433,CVS Pharmacy 2294,821 The Alameda,San Jose,-121.90661000000001,37.331779,Santa Clara,(408) 291-4553,https://www.cvs.com/store-locator/cvs-pharmacy-address/821+The+Alameda-San+Jose-CA-95126/storeid=2294?WT.mc_id=LS_GOOGLE_FS_2294,OPERATIONAL
434,CVS Pharmacy 9559,1285 Lincoln Ave,San Jose,-121.89867,37.30508,Santa Clara,(408) 280-6018,https://www.cvs.com/store-locator/cvs-pharmacy-address/1285+Lincoln+Avenue-San+Jose-CA-95125/storeid=9559?WT.mc_id=LS_GOOGLE_FS_9559,OPERATIONAL
435,7-eleven 17195,1590 Franklin St,Santa Clara,-121.95132,37.347332,Santa Clara,(408) 984-7928,https://www.7-eleven.com/locations/ca/santa-clara/1590-franklin-st-17195?yext=17195,OPERATIONAL
436,7-Eleven 14301E,691 1st St,Gilroy,-121.58146,37.013458,Santa Clara,(408) 842-3201,https://www.7-eleven.com/locations/ca/gilroy/691-first-st-14301?yext=14301,OPERATIONAL
437,CVS Pharmacy 9257,5170 Moorpark Ave,San Jose,-121.99433,37.309471,Santa Clara,(408) 257-9918,https://www.cvs.com/store-locator/cvs-pharmacy-address/5170+Moorpark+Avenue-San+Jose-CA-95129/storeid=9257?WT.mc_id=LS_GOOGLE_FS_9257,OPERATIONAL
438,CVS Pharmacy 9896,4550 Meridian Ave,San Jose,-121.89925,37.256679999999996,Santa Clara,(408) 267-1472,https://www.cvs.com/store-locator/cvs-pharmacy-address/4550+Meridian+Avenue-San+Jose-CA-95124/storeid=9896?WT.mc_id=LS_GOOGLE_FS_9896,OPERATIONAL
439,Cambrian Park Plaza Cfm,14900 Camden Ave,San Jose,-121.93043999999999,37.26162,Santa Clara,(916) 727-1005,http://www.cambrianparkplazashoppingcenter.com/,CLOSED_TEMPORARILY
