region	resource	free	provider_name	provider_addloc	address	city	state	zip	lat	lon	contact	call_in_advance	email	instructions	web_link	status	mon	tues	wed	thr	fri	sat	sun	public	seniors	children	homeless	clients	uninsured	residents	quality_check_complete	last_update	updated_by	week_1	week_2	week_3	week_4	week_5
santa_cruz_county	Housing	1	Families in Transition of Santa Cruz		"406 Main Street
Watsonville, CA - 95076"		CA	0			(831) 728-9791		""	""	https://www.fitsantacruz.org/		Wednesday 1pm to 3pm	Wednesday 1pm to 3pm	Wednesday 1pm to 3pm	Wednesday 1pm to 3pm	Wednesday 1pm to 3pm	Wednesday 1pm to 3pm	Wednesday 1pm to 3pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
	Housing	1	Mid Bay Emergency Food and Referral		10351 Merritt St # 6, Castroville, CA 95012	Castroville	CA	0			(831) 633-3866		""	""	https://www.facebook.com/pages/Mid-Bay-Emergency-Food-Referral-Center/153654275491817		Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Immigration	1	Santa Cruz County Immigration Project		406 Main St, Watsonville, CA 95076	Watsonville	CA	0			(831) 724-5667		""	""	https://cabinc.org/santa-cruz-county-immigration-project/		Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	Mon - Fri: 9:00 AM - 5:00 PM	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
alameda_county	Legal	1	Centro Legal de la Raza				CA	0			(510) 437-1554		""	""	https://www.centrolegal.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-25T00:00:00Z		""	""	""	""	""
alameda_county	Legal	1	Alameda County Bar Association Lawyer Referral Service and Volunteer Legal Services Corporation				CA	0			5(103) 022-2224		""	""	https://www.acbanet.org/need-a-lawyer/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-25T00:00:00Z		""	""	""	""	""
alameda,_contra_costa_county	Legal	1	East Bay Community Law Center				CA	0			(510) 548-4040		""	""	https://ebclc.org/need-services/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
alameda_county	Legal	1	Legal Assistance for Seniors				CA	0			(510) 832-3040		""	""	https://www.lashicap.org/programs/legal/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
bay_area	Legal	1	Bay Area Legal Aid				CA	0			1(800) 551-5554		""	""	https://baylegal.org/get-help/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
san_mateo_county	Legal	1	Legal Aid Society of San Mateo County				CA	0			(650) 558-0915		""	""	https://www.legalaidsmc.org		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
san_mateo,_santa_clara_county	Legal	1	Community Legal Services of East Palo Alto				CA	0			(650) 326-6440		""	""	https://clsepa.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
bay_area	Legal	1	Legal Aid at Work				CA	0			(415) 864-8848		""	""	https://legalaidatwork.org		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Legal	1	Law Foundation of Silicon Valley		"4 North Second Street, Suite 1300
San Jose, California 95113"		CA	0			4082802424(408) 293-4790		""	""	https://www.lawfoundation.org/		Walk in: Monday, Tuesday, Thursday: 9 AM - 11:30 AM & 1 PM - 4 PM, Wednesday:  9 AM - 11:30 AM. Call: Monday - Thursday: 9 AM -12 PM & 1 PM - 4 PM, Friday: 9 AM - 12 PM	Walk in: Monday, Tuesday, Thursday: 9 AM - 11:30 AM & 1 PM - 4 PM, Wednesday:  9 AM - 11:30 AM. Call: Monday - Thursday: 9 AM -12 PM & 1 PM - 4 PM, Friday: 9 AM - 12 PM	Walk in: Monday, Tuesday, Thursday: 9 AM - 11:30 AM & 1 PM - 4 PM, Wednesday:  9 AM - 11:30 AM. Call: Monday - Thursday: 9 AM -12 PM & 1 PM - 4 PM, Friday: 9 AM - 12 PM	Walk in: Monday, Tuesday, Thursday: 9 AM - 11:30 AM & 1 PM - 4 PM, Wednesday:  9 AM - 11:30 AM. Call: Monday - Thursday: 9 AM -12 PM & 1 PM - 4 PM, Friday: 9 AM - 12 PM	Walk in: Monday, Tuesday, Thursday: 9 AM - 11:30 AM & 1 PM - 4 PM, Wednesday:  9 AM - 11:30 AM. Call: Monday - Thursday: 9 AM -12 PM & 1 PM - 4 PM, Friday: 9 AM - 12 PM	Walk in: Monday, Tuesday, Thursday: 9 AM - 11:30 AM & 1 PM - 4 PM, Wednesday:  9 AM - 11:30 AM. Call: Monday - Thursday: 9 AM -12 PM & 1 PM - 4 PM, Friday: 9 AM - 12 PM	Walk in: Monday, Tuesday, Thursday: 9 AM - 11:30 AM & 1 PM - 4 PM, Wednesday:  9 AM - 11:30 AM. Call: Monday - Thursday: 9 AM -12 PM & 1 PM - 4 PM, Friday: 9 AM - 12 PM	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz_county	Legal	1	Watsonville Law Center				CA	0			(831) 722-2845		""	""	https://www.watsonvillelawcenter.org/?page_id=148		Tuesdays 9-12, Wednesdays 1pm-4pm. Other hours available by appointment	Tuesdays 9-12, Wednesdays 1pm-4pm. Other hours available by appointment	Tuesdays 9-12, Wednesdays 1pm-4pm. Other hours available by appointment	Tuesdays 9-12, Wednesdays 1pm-4pm. Other hours available by appointment	Tuesdays 9-12, Wednesdays 1pm-4pm. Other hours available by appointment	Tuesdays 9-12, Wednesdays 1pm-4pm. Other hours available by appointment	Tuesdays 9-12, Wednesdays 1pm-4pm. Other hours available by appointment	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_cruz,_monterey,_san_benito_county	Legal	1	California Rural Legal Assistance (CRLA)				CA	0			(831) 724-2253		""	""	https://www.crla.org/office-listing	Closed	Thursdays, 10am-3pm	Thursdays, 10am-3pm	Thursdays, 10am-3pm	Thursdays, 10am-3pm	Thursdays, 10am-3pm	Thursdays, 10am-3pm	Thursdays, 10am-3pm	0	0	0	0	0	0	0	0			""	""	""	""	""
alameda_county	Meal	1	Meals on Wheels				CA	0			(510) 865-6131	Yes	""	""	http://www.alamedamealsonwheels.org/	Open	9:00 AM - 12:00 PM	9:00 AM - 12:00 PM	9:00 AM - 12:00 PM	9:00 AM - 12:00 PM	9:00 AM - 12:00 PM	9:00 AM - 12:00 PM	9:00 AM - 12:00 PM	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
san_francisco_county	Meal	1	Project Open Hand				CA	0			(415) 447-2335	No	""	""	https://www.openhand.org/get-meals/seniors-and-adults-disabilities/community-nutrition-program-locations-and-hours	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
alameda_county	Meal	1	Centerville Free Dining Room		4360 Central Ave, Fremont, CA 94536	Fremont	CA	0			(510) 793-3575	No	""	""	https://www.icarol.info/ResourceView2.aspx?org=2376&agencynum=38898540	Open	0	4:00 PM - 5:45 PM	0	4:00 PM - 5:45 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Meal	1	Boys and Girls Club	Peninsula	2031 Pulgas Ave, East Palo Alto		CA	0			(650) 646-6122	No	""	""	https://www.bgcp.org/covid19	Open	6:00 PM - 7:00 PM	6:00 PM - 7:00 PM	6:00 PM - 7:00 PM	6:00 PM - 7:00 PM	6:00 PM - 7:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Meal	1	Boys and Girls Club	Central Community School	1109 Hilton St Redwood City		CA	0			(650) 646-6124	No	""	""	https://www.bgcp.org/covid19	Open	6:00 - 7:00 PM	6:00 - 7:00 PM	6:00 - 7:00 PM	6:00 - 7:00 PM	6:00 - 7:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Meal	1	St Anthony's Padua Dining Room		3500 Middlefield Road, Menlo Park		CA	0			(650) 365-9664	No	""	""	http://paduadiningroom.com	Open	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0			""	""	""	""	""
san_francisco_county	Meal	1	St. Anthony's Emergency Food Pantry		121 Golden Gate Avenue, San Francisco, CA	San Francisco	CA	0			(415) 241-2600	No	""	""	https://www.stanthonysf.org/	Open	10:00 AM - 11:45 AM, 11:30 AM - 1:00 PM	10:00 AM - 11:45 AM, 11:30 AM - 1:00 PM	10:00 AM - 11:45 AM, 11:30 AM - 1:00 PM	10:00 AM - 11:45 AM, 11:30 AM - 1:00 PM	10:00 AM - 11:45 AM, 11:30 AM - 1:00 PM	10:00 AM - 11:45 AM, 11:30 AM - 1:00 PM	10:00 AM - 11:45 AM, 11:30 AM - 1:00 PM	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	AZ	""	""	""	""	""
santa_clara_county	Meal	1	La Comida	Stevenson	455 East Charleston Road, Palo Alto, CA 94306	Palo Alto	CA	0			(650) 322-3742	No	""	""	https://www.lacomida.org/	Open	11:15 AM - 12:15 PM	11:15 AM - 12:15 PM	11:15 AM - 12:15 PM	11:15 AM - 12:15 PM	11:15 AM - 12:15 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z		""	""	""	""	""
santa_clara_county	Meal	1	La Comida	Masonic Temple	461 Florence Street Palo Alto, CA 94301		CA	0			(650) 322-3742	No	""	""	https://www.lacomida.org/	Open	11:45 AM - 12:15 PM	11:45 AM - 12:15 PM	11:45 AM - 12:15 PM	11:45 AM - 12:15 PM	11:45 AM - 12:15 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Martha's Kitchen		"311 Willow Street
San Jose, CA 95110"		CA	0			(408) 293-6111	No	""	""	https://www.marthas-kitchen.org/	Open	0	4:00 PM - 5:00 PM; THURSDAY	4:00 PM - 5:00 PM; THURSDAY	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Loaves and Fishes Family Kitchen	Goodwill	1080 North 7th Street, San Jose, CA 95112	San Jose	CA	0			(408) 998-5774	No	""	""	https://www.loavesfishes.org/	Open	3:30 PM - 4:30 PM	3:30 PM - 4:30 PM	3:30 PM - 4:30 PM	3:30 PM - 4:30 PM	3:30 PM - 4:30 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Loaves and Fishes Family Kitchen	SJ Vietnamese Seventh Day Adventist Church -	1066 South 2nd Street, San Jose, CA 95112	San Jose	CA	0			(408) 287-2286	No	""	""	https://www.loavesfishes.org/	Open	4:30 PM - 5:30 PM	4:30 PM - 5:30 PM	4:30 PM - 5:30 PM	4:30 PM - 5:30 PM	4:30 PM - 5:30 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Salvation Army	Emmanuel House	405 N. 4th St. San Jose, CA 95112		CA	0			(408) 282-1175	No	""	""	https://siliconvalley.salvationarmy.org/silicon_valley/covid-19-response-and-news-updates	Open	12:00 PM - 12:30 PM, 9:30 AM - 12:30 PM	12:00 PM - 12:30 PM, 9:30 AM - 12:30 PM	12:00 PM - 12:30 PM, 9:30 AM - 12:30 PM	12:00 PM - 12:30 PM, 9:30 AM - 12:30 PM	12:00 PM - 12:30 PM, 9:30 AM - 12:30 PM	12:15 PM - 1:00 PM, 5:15 PM - 6 PM;	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Salvation Army	Gilroy Salvation Army Community Center	200 5th St., Gilroy, CA 95020	Gilroy	CA	0			(408) 848-5373	No	""	""	https://siliconvalley.salvationarmy.org/silicon_valley/covid-19-response-and-news-updates	Open	12:00PM - 1:00 PM	12:00PM - 1:00 PM	12:00PM - 1:00 PM	12:00PM - 1:00 PM	12:00PM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Health Trust				CA	0			(408) 961-9870	No	""	""	https://healthtrust.org/covid-19/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Hope’s Corner		748 Mercy St., Mountain View, CA	Mountain View	CA	0			(650) 254-1450	No	""	""	http://www.hopes-corner.org/	Open	0	0	0	0	0	8:00 AM - 10:00 AM	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Community Services Agency of Mountain View, Los Altos, and Los Altos Hills	Los Altos Senior Center	"97 Hillview Ave.
Los Altos, CA 94022"		CA	0			650(968) 083-6131	No	""	""	https://www.csacares.org/covid-19-relief/	Open	11:30 AM - 12:15 PM	11:30 AM - 12:15 PM	11:30 AM - 12:15 PM	11:30 AM - 12:15 PM	11:30 AM - 12:15 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	gh	""	""	""	""	""
santa_clara_county	Meal	1	Community Services Agency of Mountain View, Los Altos, and Los Altos Hills	Mt View Senior Center	"266 Escuela Ave.
Mountain View, CA 94040"		CA	0			650(968) 083-6131	No	""	""	https://www.csacares.org/covid-19-relief/	Open	11:30 AM - 12:15 PM	11:30 AM - 12:15 PM	11:30 AM - 12:15 PM	11:30 AM - 12:15 PM	11:30 AM - 12:15 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	gh	""	""	""	""	""
santa_clara_county	Meal	1	Mission City Community Fund	Cabrillo Middle School	2550 Cabrillo Ave, Santa Clara, CA 95051	Santa Clara	CA	0			""	No	""	""	https://www.santaclaraca.gov/i-want-to/stay-informed/newsroom/coronavirus-updates/covid-19-senior-and-community-resources/healthy-meals-santa-clara	Open	0	0	0	2:00 PM - 3:30 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Mission City Community Fund	Don Callejon School	4176 Lick Mill Blvd., Santa Clara, CA 95054	Santa Clara	CA	0			""	No	""	""	https://www.santaclaraca.gov/i-want-to/stay-informed/newsroom/coronavirus-updates/covid-19-senior-and-community-resources/healthy-meals-santa-clara	Open	0	0	0	2:00 PM - 3:30 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Mission City Community Fund	Wilcox School	3250 Monroe St., Santa Clara, CA 95051	Santa Clara	CA	0			""	No	""	""	https://www.santaclaraca.gov/i-want-to/stay-informed/newsroom/coronavirus-updates/covid-19-senior-and-community-resources/healthy-meals-santa-clara	Open	0	0	0	2:00 PM - 3:30 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Mission City Community Fund	Santa Clara Senior Center	1303 Fremont St., Santa Clara, CA 95050	Santa Clara	CA	0			""	No	""	""	https://www.santaclaraca.gov/i-want-to/stay-informed/newsroom/coronavirus-updates/covid-19-senior-and-community-resources/healthy-meals-santa-clara	Open	0	0	0	2:00 PM - 3:30 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Meals on Wheels	District 4			CA	0			4083503246(408) 297-4979	Yes	""	""	https://www.sccgov.org/sites/ssa/daas/snp/Pages/hdm.aspx	Open						0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Meal	1	Veterans Memorial Senior Center		1455 Madison Ave, Redwood City, CA 94601 or Home Delivery (Redwood City and Redwood Shores); Call In Advance to reserve by 7pm the night before	Redwood City	CA	0			(650) 780-7259	Yes	""	""	https://www.redwoodcity.org/departments/parks-recreation-and-community-services/covid-19-response/senior-services	Open	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	11:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_cruz_county	Meal	1	St. Francis Soup Kitchen		205 Mora St., Santa Cruz, CA 95060	Santa Cruz	CA	0			(831) 459-6712	No	""	""	https://www.facebook.com/pg/saintfrancissoupkitchensantacruz/posts/?ref=page_internal	Open	12:00 PM - 1:00 PM	12:00 PM - 1:00 PM	12:00 PM - 1:00 PM	12:00 PM - 1:00 PM	12:00 PM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_cruz_county	Meal	1	Food Not Bombs		100 Laurel St, Santa Cruz, CA 95060	Santa Cruz	CA	0			1(800) 884-1136	No	""	""	https://santacruz.foodnotbombs.net/	Open	1:00 PM - 6:00 PM; SATURDAY, SUNDAY	1:00 PM - 6:00 PM; SATURDAY, SUNDAY	1:00 PM - 6:00 PM; SATURDAY, SUNDAY	1:00 PM - 6:00 PM; SATURDAY, SUNDAY	1:00 PM - 6:00 PM; SATURDAY, SUNDAY	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_cruz_county	Meal	1	Greater Purpose Community Church		Coral St. & Limekiln St., Santa Cruz		CA	0				No	""	""		Closed	0	0	0	0	0	0	7:00 PM - 8:30 PM	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Meal	1	Resurrection Church		7600 Soquel Drive, Aptos		CA	0				No	""	""		Closed	0	0	0	0	0	12:00 PM - 12:30 PM	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Meal	1	Loaves and Fishes	Pajaro Valley	150 Second Street, Watsonville, CA 95076	Watsonville	CA	0			(831) 319-4571	No	""	""	https://www.pvloavesandfishes.org/hotLunch.htm	Open	Monday - Friday, 12:00 pm - 1:00 pm	Monday - Friday, 12:00 pm - 1:00 pm	Monday - Friday, 12:00 pm - 1:00 pm	Monday - Friday, 12:00 pm - 1:00 pm	Monday - Friday, 12:00 pm - 1:00 pm	Monday - Friday, 12:00 pm - 1:00 pm	Monday - Friday, 12:00 pm - 1:00 pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_cruz_county	Meal	1	Salvation Army	Watsonville Corps	214 Union St., Watsonville, CA 95076	Watsonville	CA	0			(831) 724-3922	No	""	""	https://www.facebook.com/pg/SalvationArmyWatsonville/posts/?ref=page_internal	Open	5:00 PM	5:00 PM	5:00 PM	5:00 PM	5:00 PM	5:00 PM	5:00 PM	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
alameda_county	Medical	1	Tiburcio Vasquez Health Center		22331 Mission Blvd, Hayward, CA 94541 (Call in Advance)	Hayward	CA	0			(510) 471-5880	Yes	""	""	https://www.tvhc.org/	Open	8:00 AM - 5:00 PM; SATURDAY	8:00 AM - 5:00 PM; SATURDAY	8:00 AM - 5:00 PM; SATURDAY	8:00 AM - 5:00 PM; SATURDAY	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
alameda,_contra_costa,_solano_county	Medical	1	La Clinica				CA	0			(510) 535-4000	Yes	""	""	https://laclinica.org/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
alameda,_contra_costa,_marin_county	Medical	1	LifeLong Medical Care				CA	0			(510) 981-4100	Yes	""	""	https://www.lifelongmedical.org/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
alameda,_san_francisco_county	Medical	1	Native American Health Center				CA	0			5105354400(415) 417-3501	Yes	""	""	https://www.nativehealth.org/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
alameda_county	Medical	1	Asian Health Services				CA	0			(510) 986-6800		""	""	https://asianhealthservices.org/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
alameda_county	Medical	1	Alameda County Health Care for the Homeless		384 14th St, Oakland, CA 94612	Oakland	CA	0			(510) 891-8950	Yes	""	""	https://www.achch.org/		Monday - Friday, 8:30 am - 4:30 pm, Tuesday 1:00 pm - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm, Tuesday 1:00 pm - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm, Tuesday 1:00 pm - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm, Tuesday 1:00 pm - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm, Tuesday 1:00 pm - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm, Tuesday 1:00 pm - 4:30 pm	Monday - Friday, 8:30 am - 4:30 pm, Tuesday 1:00 pm - 4:30 pm	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
alameda_county	Medical	1	Tri-City Health Center				CA	0			(510) 770-8040	Yes	""	""	https://tri-cityhealth.org/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
bay_area	Medical	1	BAART Programs				CA	0			(844) 341-4040	Yes	""	""	https://baartprograms.com/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
contra_costa,_marin,_san_francisco,_solano_county	Medical	1	Planned Parenthood				CA	0			1(800) 230-7526		""	""	https://www.plannedparenthood.org/planned-parenthood-northern-california	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
san_mateo,_santa_cruz,_san_francisco_county	Medical	1	Dignity Health				CA	0				Yes	""	""	https://www.dignityhealth.org/; https://www.dignityhealth.org/coronavirus-disease-2019	Open	Refer to website	Refer to website	Refer to website	Refer to website	Refer to website	Refer to website	Refer to website	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
santa_clara_county	Medical	1	Foothill Community Health Center				CA	0			(408) 729-9700		""	""	https://www.sjffcc.org/	Open	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CG	""	""	""	""	""
santa_clara_county	Medical	1	Asian Americans for Community Involvement		2400 Moorpark Avenue, Suite 300, San Jose, CA 95128	Suite 300, San Jose	CA	0			(408) 975-2730	Yes	""	""	https://aaci.org/	Open	Monday - Wednesday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm, Thursday, 8:30 am - 7 pm, Friday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm	Monday - Wednesday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm, Thursday, 8:30 am - 7 pm, Friday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm	Monday - Wednesday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm, Thursday, 8:30 am - 7 pm, Friday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm	Monday - Wednesday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm, Thursday, 8:30 am - 7 pm, Friday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm	Monday - Wednesday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm, Thursday, 8:30 am - 7 pm, Friday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm	Monday - Wednesday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm, Thursday, 8:30 am - 7 pm, Friday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm	Monday - Wednesday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm, Thursday, 8:30 am - 7 pm, Friday, 8:30 am - 12:30 pm and 1:30 - 5:30 pm	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Medical	1	Indian Health Center				CA	0			(408) 445-3400		""	""	https://www.indianhealthcenter.org/		Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	Monday - Friday, 8:00 am - 5:00 pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Medical	1	School Health Clinics				CA	0			(408) 284-2280		""	""	http://www.schoolhealthclinics.org/		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Medical	1	Ravenswood Family Health Center		Call in Advance (Phone and Video Appointments), 1885 Bay Road East Palo Alto, CA 94303 (Call in Advance; Urgent Appointments Only)	1885 Bay Road East Palo Alto	CA	0			(650) 330-7400		""	""	https://ravenswoodfhc.org/		Monday, Wednesday, Thursday, Friday, 8:00 am - 5:00 pm, Tuesday, 9:30 am - 5:00 pm	Monday, Wednesday, Thursday, Friday, 8:00 am - 5:00 pm, Tuesday, 9:30 am - 5:00 pm	Monday, Wednesday, Thursday, Friday, 8:00 am - 5:00 pm, Tuesday, 9:30 am - 5:00 pm	Monday, Wednesday, Thursday, Friday, 8:00 am - 5:00 pm, Tuesday, 9:30 am - 5:00 pm	Monday, Wednesday, Thursday, Friday, 8:00 am - 5:00 pm, Tuesday, 9:30 am - 5:00 pm	Monday, Wednesday, Thursday, Friday, 8:00 am - 5:00 pm, Tuesday, 9:30 am - 5:00 pm	Monday, Wednesday, Thursday, Friday, 8:00 am - 5:00 pm, Tuesday, 9:30 am - 5:00 pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara,_san_mateo_county	Medical	1	Mayview Community Health Center				CA	0			(650) 327-8717		""	""	https://www.mayview.org/		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
