,attributes.OBJECTID,attributes.FACILITYID,attributes.INTID,attributes.SITENAME,attributes.SITEADDRESS,attributes.OPENDAYS,attributes.OPENTIMES,attributes.OPENDATES,attributes.MEALTYPES,attributes.SITETYPE,attributes.SITESTATUS,attributes.DESCRIPTION,attributes.PHONENUMBER,attributes.EMAIL,attributes.WEBLINK,attributes.CITYNAME,attributes.CITYCOUNCILDISTRICT,attributes.LASTUPDATE,attributes.LASTEDITOR,attributes.NOTES,attributes.ENTERPRISEID,attributes.DESCRIPTIONLONG,geometry.x,geometry.y
95,313,313,313,Catholic Charities - Eastside Neighborhood Center,2150 Alum Rock Ave. San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000313,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13563929,4488967
96,314,314,314,St. John Lutheran Church,581 East Fremont Ave. Sunnyvale,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Sunnyvale,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000314,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13584039,4488407
97,315,315,315,Advent Lutheran Church,16870 Murphy Avenue Morgan Hill,Do not delete,Do not delete,Do not delete,Do not delete,Do not delete,Closed,Do not delete,Do not delete,Do not delete,Do not delete,Morgan Hill,0,1588777452000,FME,Do not delete; Closing this point and replacing with new point,EOC-FDFS-0000000315,Do not delete,-13539525,4457561
98,316,316,316,Christian Worship Center,241 S. Main Street Milpitas,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Milpitas,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000316,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13570517,4498839
99,317,317,317,Mayfair Community Center,2039 Kammerer Avenue San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000317,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13563643,4488126
100,318,318,318,Trinity Church of Sunnyvale,477 North Mathilda Avenue Sunnyvale,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Sunnyvale,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000318,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13584406,4493391
101,319,319,319,Seven Trees Community Center,3590 Cas Dr. San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000319,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13562308,4478811
102,320,320,320,Trinity Episcopal Cathedral,81 North Second Street San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000320,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13568818,4486299
103,321,321,321,Mt. Olive Ministries,1989 E. Calaveras Boulevard Milpitas,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Milpitas,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000321,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13566824,4500369
104,322,322,322,Palo Alto Community Child Care,3990 Ventura Court Palo Alto,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000322,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13595236,4497511
105,323,323,323,Lytton Gardens Apartments,656 Lytton Avenue Palo Alto,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000323,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13598556,4502111
106,324,324,324,St. Catherine Church - Reachout,17400 Peak Ave. Morgan Hill,Monday through Friday,1:00P M - 2:30 PM,,Pantry,Pantry,Closed,Food program provided by a Faith-Based organization to the community,408-779-7442,gwnv63@prodigy.net,,Morgan Hill,0,1588777452000,FME,Source: City of Morgan Hill,EOC-FDFS-0000000324,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13543207,4456505
107,325,325,325,The Salvation Army - Gilroy,200 West Fifth St. Gilroy,,,,,Multiservice,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Gilroy,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000325,"Multiple services available at this site, please call for details.",-13533361,4440155
108,326,326,326,The Salvation Army - San Jose,359 North Fourth St. San Jose,,,,,Multiservice,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000326,"Multiple services available at this site, please call for details.",-13568988,4487063
109,327,327,327,Maranatha Outreach Center,"1811 S. 7th Street, Ste D San Jose",,,,,Multiservice,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000327,"Multiple services available at this site, please call for details.",-13565696,4482604
110,328,328,328,Gilroy Compassion Center,370 Tomkins Ct Gilroy,,,,,Multiservice,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Gilroy,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000328,"Multiple services available at this site, please call for details.",-13533617,4443149
111,329,329,329,Our Lady Star of the Sea Church,1392 Grand Boulevard Alviso,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,4,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000329,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13577536,4498923
112,330,330,330,Katherine R. Smith Elementary School-4,2025 Clarice Avenue San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,8,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000330,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13561186.07,4484730.805
113,331,331,331,Farm Drive Neighborhood Center,545 Hillsdale Avenue San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000331,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13565379,4478317
114,332,332,332,Edenvale Elementary School,285 Azucar Avenue San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,2,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000332,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13559019,4475639
115,333,333,333,Most Holy Trinity Catholic Church (Family Harvest),"2040 Nassau Dr, San Jose",,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,8,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000333,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13561763.75,4485268.838
116,334,334,334,Sherman Oaks Community Center,1800 - C Fruitdale Avenue San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,6,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000334,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13572801,4482490
117,335,335,335,Robert Sanders Elementary School,3411 Rocky Mountain Drive San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000335,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13558909,4488229
118,336,336,336,Hank Lopez Community Center,1694 Adrian Way San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000336,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13561670,4486348
119,337,337,337,Catholic Charities - Washington United Youth Center,921 South First Street San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000337,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13567720,4484074
120,338,338,338,Redwoods Apartments,9005 Kern Avenue Gilroy,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Gilroy,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000338,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13535638,4442299
121,339,339,339,Seventh Day Adventist Church,281 N. 33rd Street San Jose,,,,,Family Harvest,Closed,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000339,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13565757,4488761
122,341,341,341,Campbell United Methodist Church,1675 Winchester Blvd. Campbell,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Campbell,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000341,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13575404,4479971
123,342,342,342,Almaden Elementary School,1295 Dentwood Drive San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,9,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000342,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13568142,4474125
124,343,343,343,Catholic Charities-Spartan Keyes Neighborhood Cntr,570 Keyes Street San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000343,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13566082,4484500
125,344,344,344,Goodwill of Silicon Valley,1080 N. Seventh St. San Jose,Monday - Friday,3:30 PM - 4:30 PM,,Meal Program,Meal Program,Open,Food program provided by a Non-Profit organization to the community,408-998-5774,,https://www.loavesfishes.org/goodwill,San Jose,3,1588100485000,FME,Source: Survey 123,EOC-FDFS-0000000344,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13569554,4489138
126,345,345,345,Rebekah Children's Services,290 IOOF Ave. Gilroy,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Gilroy,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000345,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13532905,4441053
127,346,346,346,McKinley Elementary School,651 Macredes Ave San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000346,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13565492,4486256
128,347,347,347,Morgan Hill Community and Cultural Center,17000 Monterey Street Morgan Hill,Tuesday,11:30 AM - 1:00 PM,May 12th and May 26th,Pantry,Pantry,Open,Food program provided by a Non-Profit organization to the community,408-310-4282,jose.garcia@morganhill.ca.gov,,Morgan Hill,0,1588636200000,FME,Source: City of Morgan Hill,EOC-FDFS-0000000347,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13541952,4456738
129,348,348,348,Sal Cracolice Community Center,791 Garden St. Milpitas,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Milpitas,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000348,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13568720,4496967
130,349,349,349,August Boeger Middle School,1966 Flint Ave. San Jose,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,8,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000349,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13558835,4487565
131,350,350,350,Jose Higuera Adobe,Wessex Place Milpitas,,,,,Family Harvest,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Milpitas,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000350,The Family Harvest Program distributes food to low-income families with dependent children at 17 sites in San Mateo County and 31 sites in Santa Clara County.,-13569444,4503131
132,351,351,351,MidPen - Riverwood Grove,2150 Tasman Drive Santa Clara,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Santa Clara,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000351,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13576768,4496044
133,352,352,352,Catholic Charities- San Antonio Place,210 San Antonio Circle Mountain View,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Mountain View,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000352,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13593228,4496143
134,353,353,353,Health Trust - Children's Dental Center,1153 S. King Road San Jose,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000353,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13563401,4486421
135,354,354,354,Ohlone Chynoweth Commons,5300 Terner Way San Jose,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,9,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000354,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13565618,4475071
136,355,355,355,TOCKNA Neighborhood Association,1951 Clarice Dr. San Jose,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,8,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000355,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13561288,4484566
137,356,356,356,Santa Clara Valley Medical Center,1993 McKee Rd San Jose,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000356,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13564488,4490069
138,357,357,357,Bethel Church,1201 S. Winchester Blvd. San Jose,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,1,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000357,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13575570,4481612
139,358,358,358,Catholic Charities - Kings Crossing Apartments,678 North King Road San Jose,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000358,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13566275,4490264
140,359,359,359,Jeanne R. Meadows Elementary School,1250 Taper Lane San Jose,,,,,Produce Mobile,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000359,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13563246,4484017
141,360,360,360,Boys & Girls Clubs of SV - Levin Clubhouse,4955 Edenview Drive San Jose,,,,,Kids NOW,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,2,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000360,"Second Harvest Food Bank's Kids NOW Program meets the needs of hungry children and families by providing them with free, nutritious, and easy-to-prepare food to take home on weekends and over school vacations when other resources such as free or reduced-cost school lunches are not available.",-13560023,4476429
142,361,361,361,Yerba Buena High School,1855 Lucretia Avenue San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000361,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13564083,4483914
