Name,Organization,id,Alternate Name,Description,locations,address,url,email,status,active,interpretation_services,application_process,service_options,payment_options,taxonomy,phones,schedule,med_area,legal_area,cash_area,dv_area,foodstamp_area,details,service_area,metadata
San Jose PAL Stadium,Verily,5974,,Drive through site only. Visit website for online screening.,680 South 34th Street San Jose Santa Clara,680 South 34th Street San Jose Santa Clara,https://www.projectbaseline.com/study/covid-19/eligibility/,,,,,,In person,Free,Health,,5974,COVID Testing,,NA,,,,,
,Good Samaritan Hospital,5975,,Contact your provider for evaluation or use the online assessment at the website link.,2425 Samaritan Dr. San Jose Santa Clara,2425 Samaritan Dr. San Jose Santa Clara,https://goodsamsanjose.com/covid-19/index.dot,,,,,,In person,Free,Health,,,COVID Testing,,NA,,,,,
James Lick High School,OptumServe,5976,,Call or visit the website to schedule an appointment,2 Alum Rock Avenue San Jose Santa Clara 95127,2 Alum Rock Avenue San Jose Santa Clara 95127,https://lhi.care/covidtesting,,,,,,In person,Free,Health,,5976,COVID Testing,,NA,,,,,
Planned Parenthood,Planned Parenthood Mar Monte (PPMM),5977,,"Testing for anyone with or without symptoms. No appointment needed. Bring a photo ID and health insurance information, if you have it. Your health insurance will be billed, but your insurance will not bill you for the test. Insurance not required. For more info visit",2450 Garcia Avenue Mountain View Santa Clara,2450 Garcia Avenue Mountain View Santa Clara,http://testmv.plan-your-care.org,,,,,,In person,Free,Health,,5977,COVID Testing,,NA,,,,,
,Community Mobile Clinics by Santa Clara County and Valley Medical Center,5978,,"Free walk-in testing for anyone without symptoms, no appointment or registration needed.",9300 Wren Avenue Gilroy Santa Clara,9300 Wren Avenue Gilroy Santa Clara,,,,,,,In person,Free,Health,,,COVID Testing,,NA,,,,,
Cupertino,Walgreens,5979,,No appointment needed. Drive through only. Bring a valid ID and insurance card if you have insurance coverage.,20011 Bollinger Road Cupertino Santa Clara,20011 Bollinger Road Cupertino Santa Clara,,,,,,,In person,Free,Health,,,COVID Testing,,NA,,,,,
Mount Pleasant High School,Verily (Project Baseline),5980,,Drive through site only. Visit website for online screening.,1750 S. White Road San Jose Santa Clara,1750 S. White Road San Jose Santa Clara,https://www.projectbaseline.com/study/covid-19/eligibility/,,,,,,In person,Free,Health,,5980,COVID Testing,,NA,,,,,
,Community Mobile Clinics by Santa Clara County and Valley Medical Center,5981,,"Free walk-in testing for anyone without symptoms, no appointment or registration needed.",1721 E. San Antonio Street San Jose Santa Clara,1721 E. San Antonio Street San Jose Santa Clara,,,,,,,In person,Free,Health,,,COVID Testing,,NA,,,,,
Sonoma Immigrant Services,Sonoma Immigrant Services' Relief Fund,5982,,"Eligibility: Sonoma Valley families who are ineligible to receive state or federal aid.
To be added to the waitlist, call or email.",18360 Sonoma Hwy. Sonoma,18360 Sonoma Hwy. Sonoma,https://www.sonomaimmigrant.org/relieffund,,,,,,,Free,Financial Assistance,,5982,NA,,General cash assistance,,,,,
Sacred Heart Community Service,Homelessness Prevention System,5983,,"Eligibility: Resident households impacted by COVID-19 and at risk of homelessness.
Assistance including rental and legal assistance.",1381 S. 1st St. San Jose,1381 S. 1st St. San Jose,https://sacredheartcs.org/covid19/,,,,,,,Free,Financial Assistance,,5983,NA,,"Cash for rent,Cash for legal fees",,,,,
Emergency Assistance Network of Santa Clara County,Community Services Agency of Mountain View & Los Altos,5984,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",204 Sterlin Rd. Mountain View,204 Sterlin Rd. Mountain View,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,"598,459,855,986,598,000,000,000,000,000,000,000",NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Emergency Assistance Network of Santa Clara County,LifeMoves Georgia Travis House,5985,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",260 Commercial St. San Jose,260 Commercial St. San Jose,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,,NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Emergency Assistance Network of Santa Clara County,LifeMoves Opportunity Center,5986,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",33 Encina Ave. Palo Alto,33 Encina Ave. Palo Alto,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,,NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Emergency Assistance Network of Santa Clara County,Sunnyvale Community Services,5987,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",725 Kifer Rd. Sunnyvale,725 Kifer Rd. Sunnyvale,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,,NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Emergency Assistance Network of Santa Clara County,Sacred Heart Community Service,5988,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",1381 S. 1st St. San Jose,1381 S. 1st St. San Jose,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,,NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Emergency Assistance Network of Santa Clara County,Salvation Army San Jose,5989,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",359 N. 4th St. San Jose,359 N. 4th St. San Jose,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,,NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Emergency Assistance Network of Santa Clara County,Salvation Army Santa Clara,5990,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",3090 Homestead Rd. Santa Clara,3090 Homestead Rd. Santa Clara,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,,NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Emergency Assistance Network of Santa Clara County,St. Joseph's Family Center,5991,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",7 Church St. Ste. A Gilroy  95020,7 Church St. Ste. A Gilroy  95020,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,,NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Emergency Assistance Network of Santa Clara County,West Valley Community Services,5992,,"Eligibility: based on zip code residence and low/very low income.
The Emergency Assistance Network provides a variety of services, including one-time rent and mortgage payment assistance, move-in costs for rental deposits, one-time utility assistance, referrals for government benefits, and low-income utility programs. Assistance levels limited by funding available. Payments made to to landlords, not to clients for rental assistance. Direct financial assistance for transportatio, utilities, medical, etc. Limits on the amount of funding and the time span in which funding is received—usually only one-time assistance.",10104 Vista Dr. Cupertino,10104 Vista Dr. Cupertino,https://sacredheartcs.org/wp-content/uploads/2020/06/EAN-Flyer-For-Zip-Code-Restricted-Programs-2.pdf,,,,,,,Free,Financial Assistance,,,NA,,"Cash for rent,Cash for medical fees,Cash for utilities",,,,,
Santa Clara Courts Restraining Order Help Center,Santa Clara Courts Restraining Order Help Center,5993,,"Provides information on how to get a restraining order. You can call, find forms online to file papers from home, or visit the center in person. You can pick up packets at the center from 12:30 pm to 1:30 pm.","CA 95113,San Jose,201 N 1st St",,,,,,,,,Free,Legal,,5993,,Domestic violence support,,,,,,
Cooperative Restraining Order Clinic,Cooperative Restraining Order Clinic,5994,,"Free legal services for survivors of domestic violence, sexual assault, and stalking in San Francisco county. Call to schedule an appointment.","CA 94110,San Francisco,3543 18th Street #5",San Francisco,,,,,,,,Free,Legal,,5994,,Domestic violence support,,,,,,
Marin County Domestic Violence Self-Help,Marin County Domestic Violence Self-Help,5995,,Get information on filing for a restraining order.,"California 94903,San Rafael,Room C-44,Hall of Justice,Civic Center,3501 Civic Center Drive",3501 Civic Center Drive,,,,,,,,Free,Legal,,5995,,Domestic violence support,,,,,,
Family & Children's Law Center,Family & Children's Law Center,5996,,Receive legal assistance regarding domestic violence and family matters. Fill out a form online to be contacted for a 30 minute consultation.,"CA 94903,San Rafael,1401 Los Gamos Drive,Suite #200",,,,,,,,,Free,Legal,,5996,,Domestic violence support,,,,,,
Solano Courts Domestic Violence Self-Help,Solano Courts Domestic Violence Self-Help,5997,,"For help with a domestic violence restraining order or an emergency custody situation, call the Solano Courts hotline.","CA 94533,Fairfield,600 Union Avenue,2nd floor,Hall of Justice",,,,,,,,,Free,Legal,,5997,,Domestic violence support,,,,,,
Family Justice Center of Sonoma County,Family Justice Center of Sonoma County,5998,,Nonprofit providing aid and advocacy for victims of domestic violence and elder abuse.,"CA 95403,Santa Rosa,Suite 100,2755 Mendocino Avenue",,,,,,,,,Free,Legal,,5998,,Domestic violence support,,,,,,
Community Legal Services in East Palo Alto: Housing,Community Legal Services in East Palo Alto: Housing,5999,,"Offers free legal services related to tenants facing evictions or rent increases, living in unhealthy or unsafe homes, and/or experiencing discrimination or harassment by landlords. Walk-in consultations are closed until further notice, but telephone consultations are available.",,,,,,,,,,Free,Legal,,5999,,Housing support,,,,,,
Community Legal Services in East Palo Alto: Immigration,Community Legal Services in East Palo Alto: Immigration,6000,,"Free legal services for immigrants, refugees, and asylum seekers",,,,,,,,,,Free,Legal,,6000,,Immigration support,,,,,,
Community Legal Services in East Palo Alto: Economic Advancement,Community Legal Services in East Palo Alto: Economic Advancement,6001,,"Free legal services for low-income clients in East Palo Alto related to wage theft and discrimination, criminal record clearance, and advocating for workers' rights",,,,,,,,,,Free,Legal,,6001,,Workers‚Äô rights support,,,,,,
Catholic Charities East Bay Oakland Service Center: Immigration Services,Catholic Charities East Bay Oakland Service Center: Immigration Services,6002,,"Catholic Charities East Bay provides legal aid if you are experiencing deportion, are seeking asylum, or need other immigration-related assistance","CA 94607,Oakland,433 Jefferson Street",,,,,,,,,Free,Legal,,6002,,Immigration support,,,,,,
Catholic Charities East Bay Oakland Service Center: Housing Services,Catholic Charities East Bay Oakland Service Center: Housing Services,6003,,Catholic Charities East Bay provides aid to low-income individuals who are at-risk of losing current housing or need help to move to more stable housing.,"CA 94607,Oakland,433 Jefferson Street",,,,,,,,,Free,Legal,,6003,,Housing support,,,,,,
Catholic Charities East Bay Contra Costa Service Center: Housing Services,Catholic Charities East Bay Contra Costa Service Center: Housing Services,6004,,Catholic Charities East Bay provides aid to low-income individuals who are at-risk of losing current housing or need help to move to more stable housing.,"CA 94520,Concord,2120 Diamond Blvd #220",,,,,,,,,Free,Legal,,6004,,Housing support,,,,,,
Catholic Charities East Bay Richmond Service Center: Immigration Services,Catholic Charities East Bay Richmond Service Center: Immigration Services,6005,,"The Richmond Service Center provides legal aid if you are experiencing deportion, are seeking asylum, or need other immigration-related assistance",2120 Diamond Blvd #220,,,,,,,,,Free,Legal,,6005,,Immigration support,,,,,,
East Bay Community Law Center: Housing Services,East Bay Community Law Center: Housing Services,6006,,Provides free legal aid to those facing eviction or other housing crises as well as counseling on tenants' rights.,"CA 94608,Oakland,2921 Adeline St.",,,,,,,,,Free,Legal,,6006,,Housing support,,,,,,
East Bay Community Law Center: Employment Services,East Bay Community Law Center: Employment Services,6007,,"Provides free legal aid to support low-income workers, including employment denial due to criminal records, as well as support for consumer protection.","CA 94608,Oakland,2921 Adeline St.",,,,,,,,,Free,Legal,,6007,,Workers‚Äô rights support,,,,,,
Centro Legal de la Raza: Tenants' Rights Practice,Centro Legal de la Raza: Tenants' Rights Practice,6008,,Centro provides legal aid to those facing eviction and provides tenant consultations through its regular clinics.,"CA 94601,Oakland,3022 International Boulevard",,,,,,,,,Free,Legal,,6008,,Housing support,,,,,,
Centro Legal de la Raza: Immigration Practice,Centro Legal de la Raza: Immigration Practice,6009,,"Centro provides legal aid to those facing deportation as well as clients seeking U visa relief, asylum, and bond for release from immigration detention.","CA 94601,Oakland,3022 International Boulevard",,,,,,,,,Free,Legal,,6009,,Immigration support,,,,,,
Centro Legal de la Raza: Workers' Rights Program,Centro Legal de la Raza: Workers' Rights Program,6010,,"Castro provides legal aid to low-wage workers, regardless of immigration status, with workers' rights issues including wage theft and workplace safety violations.","CA 94601,Oakland,3022 International Boulevard",,,,,,,,,Free,Legal,,6010,,Workers‚Äô rights support,,,,,,
Bay Area Legal Aid: Housing Preservation Practice,Bay Area Legal Aid: Housing Preservation Practice,6011,,"Bay Area Legal Aid provides free assistance to families looking for support with evictions, substandard housing practices, and wrongful denials of housing subsidies.",,,,,,,,,,Free,Legal,,6011,,Housing support,,,,,,
Bay Area Legal Aid: Legal Barriers to Employment Project,Bay Area Legal Aid: Legal Barriers to Employment Project,6012,,"Bay Area Legal Aid provides free legal aid to low income workers looking for support with unlawful termination, Social Security and other public benefits assistance, and related employment services.",,,,,,,,,,Free,Legal,,6012,,Workers‚Äô rights support,,,,,,
Bay Area Legal Aid: Domestic Violence Prevention Project,Bay Area Legal Aid: Domestic Violence Prevention Project,6013,,Bay Area Legal Aid provides free legal aid to survivors of domestic violence.,,,,,,,,,,Free,Legal,,6013,,Domestic violence support,,,,,,
Bay Area Legal Aid: Immigrant Survivors Practice,Bay Area Legal Aid: Immigrant Survivors Practice,6014,,Bay Area Legal Aid provides support to immigrant survivors of domestic violence and sexual assault.,,,,,,,,,,Free,Legal,,6014,,Immigration support,,,,,,
Health Consumer Alliance,Health Consumer Alliance,6015,,The Health Consumer Alliance can help those struggling to get or maintain health coverage or address other problems with their health plans.,NA,"NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",https://healthconsumer.org/about-us/,,,,,,,Free,Legal,,6015,,Healthcare benefits support,,,,,,
Immigration Institute of the Bay Area,Immigration Institute of the Bay Area,6016,,"The Immigration Institute of the Bay Area can help with immigration-related services, including citizenship and deportation defense.","CA 94103,San Francisco,4th Floor,1111 Market Street",San Francisco,,,,,,,,Free,Legal,,6016,,Immigration support,,,,,,
Pro Bono Project Silicon Valley,Pro Bono Project Silicon Valley,6017,,"Pro Bono Project can help victims of domestic violence with restraining order hearing. The Project also helps the Reentry population, parentage and other family law matters, and expungement. All clients must meet income eligibility.","95112,CA,San Jose,Suite 506,25 N. 14th Street",,,,,,,,,Free,Legal,,6017,,Domestic violence support,,,,,,
Q Foundation,Q Foundation,6018,,The Q Foundation may be able to provide rental assistance to those experience significant financial need.,"San Francisco CA 94102,350 Golden Gate Avenue",,,,,,,,,Free,Legal,,6018,,,,,,,,
Legal Aid at Work: Workers' Rights,Legal Aid at Work: Workers' Rights,6019,,Call the Workers’ Rights Disability Law Clinic for confidential advice to workers with disabilities about their legal rights related to working in California.,"CA 94703,Berkeley,3075 Adeline St",,,,,,,,,Free,Legal,,6019,,Workers‚Äô rights support,,,,,,
Legal Aid at Work: Workers' Rights Clinic,Legal Aid at Work: Workers' Rights Clinic,6020,,Closed for in-person assistance but still available for telephone help. Call the Workers’ Rights Clinic if you are low-income and/or unemployed and need confidential information about legal rights related to working in California.,"CA 94703,Berkeley,2921 Adeline St.",,,,,,,,,Free,Legal,,"602,060,216,022",,Workers‚Äô rights support,,,,,,
Legal Aid at Work: Workers' Rights Clinic,Legal Aid at Work: Workers' Rights Clinic,6021,,Closed for in-person assistance but still available for telephone help. Call the Workers’ Rights Clinic if you are low-income and/or unemployed and need confidential information about legal rights related to working in California.,"CA 94303,Palo Alto,2275 E. Bayshore Rd.",,,,,,,,,Free,Legal,,,,Workers‚Äô rights support,,,,,,
Legal Aid at Work: Workers' Rights Clinic,Legal Aid at Work: Workers' Rights Clinic,6022,,Closed for in-person assistance but still available for telephone help. Call the Workers’ Rights Clinic if you are low-income and/or unemployed and need confidential information about legal rights related to working in California.,"CA 94102,San Francisco,200 McAllister St",San Francisco,,,,,,,,Free,Legal,,,,Workers‚Äô rights support,,,,,,
The Unity Council: Fruitvale Neighborhood Career Center,The Unity Council: Fruitvale Neighborhood Career Center,6023,,"Fill out intake form for services in various areas: unemployment, housing, CalFresh/SP, small business, and other resources, benefits, and services. Call number for assistance with filling out the form.",1900 Fruitvale Avenue,,,,,,,,,Free,Legal,,6023,,Workers‚Äô rights support,,,,,,
The Unity Council: Housing Access & Navigation Program,The Unity Council: Housing Access & Navigation Program,6024,,"Fill out intake form for services in various areas: unemployment, housing, CalFresh/SP, small business, and other resources, benefits, and services. Call number for assistance with filling out the form.",1900 Fruitvale Avenue,,,,,,,,,Free,Legal,,6024,,Housing support,,,,,,
Katharine & George Alexander Community Law Center,Katharine & George Alexander Community Law Center,6025,,"Call the Community Law Center if you have a legal question about your rights as an employee, consumer law, immigration or being in debt, or to schedule an appointment for a weekly advice clinic.","CA 95126,San Jose,1030 The Alameda",,,,,,,,,Free,Legal,,6025,,Workers‚Äô rights support,,,,,,
Bay Area Legal Aid: Legal Advice Line,Bay Area Legal Aid: Legal Advice Line,6026,,"Call this free legal hotline if you are a low-income Bay Area resident that is seeking advice and/or referrals for legal problems involving Housing, Public Benefits, or Consumer Law.",NA,"NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",https://baylegal.org/get-help/,,,,,,,Free,Legal,,6026,,Housing support,,,,,,
Bay Area Legal Aid: Health Consumer Center,Bay Area Legal Aid: Health Consumer Center,6027,,Call the Health Consumer Center if you are a low-income Bay Area resident in need of legal help with a health care issue or unfair medical billing problem.,NA,"NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",https://baylegal.org/get-help/,,,,,,,Free,Legal,,6027,,Healthcare benefits support,,,,,,
Bay Area Legal Aid: Domestic Violence or Sexual Assault Survivors,Bay Area Legal Aid: Domestic Violence or Sexual Assault Survivors,6028,,Call the Domestic Violence Hotline if you are a Bay Area resident experiencing domestic violence for advice on your legal options.,NA,"NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",https://baylegal.org/get-help/,,,,,,In person,Free,Legal,,6028,,Domestic violence support,,,,,,
Legal Aid at Work: Project Survive,Legal Aid at Work: Project Survive,6029,,"Call to receive free and confidential legal advice related to domestic violence, sexual assault, and stalking to keep your job, take time off, and obtain accommodations while seeking safety or medical or legal help. Your call will be returned within 24 hours.",NA,"NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",https://legalaidatwork.org/our-programs/domestic-violence-survivors/,,,,,,,Free,Legal,,6029,,Domestic violence support,,,,,,
Legal Aid of Sonoma County,Legal Aid of Sonoma County,6030,,Call the Legal Aid of Sonoma County's domestic violence hotline for free legal advice and information on how to file a restraining order application without needing to meet in-person or go to court.,"CA 95404,Santa Rosa,144 S E St,#100",,,,,,,,,Free,Legal,,6030,,Domestic violence support,,,,,,
Bay Area Legal Aid: Tenant's Rights,Alameda County Tenant's Rights Line,6031,,Bay Area Legal Aid’s Tenant’s Rights Line provides legal assistance to Alameda County residents. Call for free legal advice and referrals in all languages.,NA,"NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",https://baylegal.org/get-help/find-an-office/alameda-county/,,,,,,,Free,Legal,,6031,,Housing support,,,,,,
Root & Rebound: Re-Entry Hotline,Root & Rebound: Re-Entry Hotline,6032,,"This hotline is free and open to anyone in California with a reentry-related legal issue, question, or concern. Please call on Monday - Thursday (9-5 PT) only in the event of an emergency. Call on Fridays for non-emergencies.","CA 92612,Oakland,Suite 300,1730 Franklin Street,Root & Rebound",,,,,,,,,Free,Legal,,6032,,Criminal justice support,,,,,,
