,site_name,address,city,long,lat,county,lat_gmaps,lng_gmaps,hours,zipcode,phone,website,status
402,Walmart Store 2280,600 Showers Dr,Mountain View,-122.10812,37.401127,Santa Clara,37.4007514,-122.1098392,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 8:30 PM",94040,(650) 917-0796,https://www.walmart.com/store/2280/mountain-view-ca/details,OPERATIONAL
403,7-ELEVEN #16799 A,162 W 10th St,Gilroy,-121.5673,36.999863,Santa Clara,36.9995291,-121.5670292,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95020,(408) 842-8648,https://www.7-eleven.com/locations/ca/gilroy/162-10th-st-16799?yext=16799,OPERATIONAL
404,7-Eleven 14290D,1421 Branham Ln,San Jose,-121.89112,37.259026,Santa Clara,37.25928020000001,-121.8913,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95118,(408) 265-4112,https://www.7-eleven.com/locations/ca/san-jose/1421-branham-ln-14290?yext=14290,OPERATIONAL
405,SETAREH MARKET,4644 Meridian Ave,San Jose,-121.89867,37.255917,Santa Clara,37.2568544,-121.8976712,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 10:00 AM – 5:00 PM",95124,(408) 979-0634,No website listed,OPERATIONAL
406,MAXIM MARKET,1930 Aborn Rd,San Jose,-121.81125,37.310844,Santa Clara,37.310025,-121.8112417,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM",95121,(408) 223-8988,No website listed,OPERATIONAL
407,R & D Liquor,662 Willow St,San Jose,-121.89273,37.312816999999995,Santa Clara,37.3126035,-121.8926717,"Monday: 8:00 AM – 11:30 PM
Tuesday: 8:00 AM – 11:30 PM
Wednesday: 8:00 AM – 11:30 PM
Thursday: 8:00 AM – 11:30 PM
Friday: 8:00 AM – 12:00 AM
Saturday: 8:00 AM – 12:00 AM
Sunday: 8:00 AM – 11:30 PM",95125,(408) 287-1271,No website listed,OPERATIONAL
408,Big Lots 4271,1581 W Campbell Ave,Campbell,-121.97782,37.286057,Santa Clara,37.28656589999999,-121.9779689,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM",95008,(408) 379-1857,https://local.biglots.com/ca/campbell/4271?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,OPERATIONAL
409,7-Eleven 14246 G,497 Kiely Blvd,San Jose,-121.97081000000001,37.320122,Santa Clara,37.3197665,-121.9707888,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95117,(408) 985-9294,https://www.7-eleven.com/locations/ca/san-jose/497-kiely-blvd-14246?yext=14246,OPERATIONAL
410,La Estrellita Market,2381 University Ave,East Palo Alto,-122.13991999999999,37.470959,Santa Clara,37.4712098,-122.1400692,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",94303,(650) 328-0799,No website listed,OPERATIONAL
411,Big Lots 4282,200 Serra Way,Milpitas,-121.90926999999999,37.427605,Santa Clara,37.426663,-121.9090394,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM",95035,(408) 946-9605,https://local.biglots.com/ca/milpitas/4282?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,OPERATIONAL
412,Dollar Tree 6337,7128 Santa Teresa Blvd,San Jose,-121.77399,37.225516999999996,Santa Clara,37.22650530000001,-121.7730175,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM",95139,(408) 960-7379,https://www.dollartree.com/locations/ca/san-jose/6337/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
413,Mini Mart & Jr. Deli,2604 Alum Rock Ave,San Jose,-121.83783999999999,37.361031,Santa Clara,37.3606842,-121.8373225,"Monday: 9:20 AM – 7:00 PM
Tuesday: 9:20 AM – 7:00 PM
Wednesday: 9:20 AM – 7:00 PM
Thursday: 9:20 AM – 7:00 PM
Friday: 9:20 AM – 7:00 PM
Saturday: 9:00 AM – 7:00 PM
Sunday: 10:00 AM – 7:00 PM",95116,(408) 258-6599,No website listed,OPERATIONAL
414,7-Eleven 22795 B,2805 S White Rd,San Jose,-121.79703,37.324787,Santa Clara,37.3248375,-121.7984077,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95148,(408) 238-2400,https://www.7-eleven.com/locations/ca/san-jose/2805-s.-white-road-22795?yext=22795,OPERATIONAL
415,7-Eleven 14221 D,657 N Santa Cruz Ave,Los Gatos,-121.97775,37.235737,Santa Clara,37.235665,-121.9781729,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95030,(408) 354-5733,https://www.7-eleven.com/locations/ca/los-gatos/657-n.-santa-cruz-ave-14221?yext=14221,OPERATIONAL
416,K D Liquor,8401 Church,Gilroy,-121.5773,37.019698999999996,Santa Clara,37.0193358,-121.5778638,"Monday: 9:00 AM – 10:00 PM
Tuesday: 9:00 AM – 10:00 PM
Wednesday: 9:00 AM – 10:00 PM
Thursday: 9:00 AM – 10:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: 9:00 AM – 10:00 PM",95020,(408) 767-2220,No website listed,OPERATIONAL
417,Save Food & Liquor,1191 El Camino Real,Santa Clara,-121.94939,37.353756,Santa Clara,37.353877,-121.9494724,No hours listed,95050,(408) 296-6622,No website listed,OPERATIONAL
418,SAFEWAY  997,1663 Branham Ln,San Jose,-121.90733999999999,37.251987,Santa Clara,37.252895,-121.9081109,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM",95118,(408) 267-0550,https://local.safeway.com/safeway/ca/san-jose/1663-branham-ln.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
419,CVS Pharmacy 9198,1675 Hollenbeck Ave,Sunnyvale,-122.04146000000001,37.338383,Santa Clara,37.3384799,-122.0425436,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 10:00 AM – 5:00 PM
Sunday: 10:00 AM – 5:00 PM",94087,(408) 735-7922,https://www.cvs.com/store-locator/cvs-pharmacy-address/1675+Hollenbeck+Avenue-Sunnyvale-CA-94087/storeid=9198?WT.mc_id=LS_GOOGLE_RX_9198,OPERATIONAL
420,7-Eleven 14298D,2223 S Bascom Ave,Campbell,-121.93178999999999,37.282951000000004,Santa Clara,37.2829397,-121.9321273,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95008,(408) 377-7060,https://www.7-eleven.com/locations/ca/campbell/2223-s.-bascom-ave-14298?yext=14298,OPERATIONAL
421,CVS Pharmacy 9897,3074 Story Rd,San Jose,-121.81953,37.35585,Santa Clara,37.3544312,-121.8192349,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95127,(408) 259-5600,https://www.cvs.com/store-locator/cvs-pharmacy-address/3074+Story+Road-San+Jose-CA-95127/storeid=9897?WT.mc_id=LS_GOOGLE_FS_9897,OPERATIONAL
422,Princeton Plaza Cfm,1375 Blossom Hill Road,San Jose,-121.88917,37.2439,Santa Clara,37.2452778,-121.89,No hours listed,95118,(408) 248-6600,http://www.pancal.com/property/princeton-plaza/,CLOSED_TEMPORARILY
423,CVS Pharmacy 9346,1041 El Monte Ave,Mountain View,-122.09583,37.390724,Santa Clara,37.3901249,-122.0947422,"Monday: 7:00 AM – 9:00 PM
Tuesday: 7:00 AM – 9:00 PM
Wednesday: 7:00 AM – 9:00 PM
Thursday: 7:00 AM – 9:00 PM
Friday: 7:00 AM – 9:00 PM
Saturday: 7:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",94040,(650) 961-5560,https://www.cvs.com/store-locator/cvs-pharmacy-address/1041+El+Monte+Avenue-Mountain+View-CA-94040/storeid=9346?WT.mc_id=LS_GOOGLE_FS_9346,OPERATIONAL
424,CVS Pharmacy 9498,5285 PROSPECT RD,SAN JOSE,-121.99478,37.292213000000004,Santa Clara,37.28841810000001,-121.9952073,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 10:00 AM – 5:00 PM
Sunday: 10:00 AM – 5:00 PM",95129,(408) 253-3352,https://www.cvs.com/store-locator/cvs-pharmacy-address/1800+Saratoga+Ave-San+Jose-CA-95129/storeid=9498?WT.mc_id=LS_GOOGLE_RX_9498,OPERATIONAL
425,CVS Pharmacy 9805,1720 S Bascom Ave,Campbell,-121.93153999999998,37.292259,Santa Clara,37.29249610000001,-121.9304022,"Monday: 7:00 AM – 9:00 PM
Tuesday: 7:00 AM – 9:00 PM
Wednesday: 7:00 AM – 9:00 PM
Thursday: 7:00 AM – 9:00 PM
Friday: 7:00 AM – 9:00 PM
Saturday: 7:00 AM – 9:00 PM
Sunday: 7:00 AM – 9:00 PM",95008,(408) 371-7191,https://www.cvs.com/store-locator/cvs-pharmacy-address/1720+South+Bascom+Avenue-Campbell-CA-95008/storeid=9805?WT.mc_id=LS_GOOGLE_FS_9805,OPERATIONAL
426,Lucky 7 Supermarket,1625 Mckee Rd,San Jose,-121.86308999999999,37.356559999999995,Santa Clara,37.35674569999999,-121.8634706,"Monday: 8:00 AM – 7:30 PM
Tuesday: 8:00 AM – 7:30 PM
Wednesday: 8:00 AM – 7:30 PM
Thursday: 8:00 AM – 7:30 PM
Friday: 8:00 AM – 7:30 PM
Saturday: 8:00 AM – 7:30 PM
Sunday: 8:00 AM – 7:00 PM",95116,(408) 251-0354,http://www.lucky7super.com/,OPERATIONAL
427,CVS Pharmacy 9534,4850 San Felipe Rd,San Jose,-121.77163,37.299831,Santa Clara,37.3005588,-121.7712967,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM",95135,(408) 532-2952,https://www.cvs.com/store-locator/cvs-pharmacy-address/4850+San+Felipe+Road-San+Jose-CA-95135/storeid=9534?WT.mc_id=LS_GOOGLE_RX_9534,OPERATIONAL
428,Carniceria El Corral,259 E Maude Ave,Sunnyvale,-122.02403000000001,37.387577,Santa Clara,37.3877651,-122.0237138,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",94085,No formatted_phone_number listed,No website listed,OPERATIONAL
429,Walmart SuperCenter 5766,170 Cochrane Plz,Morgan Hill,-121.65503999999999,37.150887,Santa Clara,37.1491146,-121.655225,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 8:30 PM",95037,(408) 779-8172,https://www.walmart.com/store/5766/morgan-hill-ca/details,OPERATIONAL
430,7-Eleven 14230D,1412 Saratoga Ave,San Jose,-121.98818999999999,37.294918,Santa Clara,37.29804290000001,-121.9835652,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95129,(408) 379-9097,https://www.7-eleven.com/locations/ca/san-jose/1412-saratoga-ave-14230?yext=14230,OPERATIONAL
431,CVS Pharmacy 9921,2069 Camden Ave,San Jose,-121.93485,37.262108000000005,Santa Clara,37.2630284,-121.9346996,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 10:00 AM – 5:00 PM",95124,(408) 559-1450,https://www.cvs.com/store-locator/cvs-pharmacy-address/2069+Camden+Avenue-San+Jose-CA-95124/storeid=9921?WT.mc_id=LS_GOOGLE_RX_9921,OPERATIONAL
432,CVS Pharmacy 3935,855 El Camino Real,Palo Alto,-122.16116000000001,37.438381,Santa Clara,37.4385004,-122.1591828,"Monday: 7:00 AM – 9:00 PM
Tuesday: 7:00 AM – 9:00 PM
Wednesday: 7:00 AM – 9:00 PM
Thursday: 7:00 AM – 9:00 PM
Friday: 7:00 AM – 9:00 PM
Saturday: 7:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",94301,(650) 322-2707,https://www.cvs.com/store-locator/cvs-pharmacy-address/855+El+Camino+Real-Palo+Alto-CA-94301/storeid=3935?WT.mc_id=LS_GOOGLE_FS_3935,OPERATIONAL
433,CVS Pharmacy 2294,821 The Alameda,San Jose,-121.90661000000001,37.331779,Santa Clara,37.3319875,-121.9068635,"Monday: 7:00 AM – 9:00 PM
Tuesday: 7:00 AM – 9:00 PM
Wednesday: 7:00 AM – 9:00 PM
Thursday: 7:00 AM – 9:00 PM
Friday: 7:00 AM – 9:00 PM
Saturday: 7:00 AM – 9:00 PM
Sunday: 8:00 AM – 8:00 PM",95126,(408) 291-4553,https://www.cvs.com/store-locator/cvs-pharmacy-address/821+The+Alameda-San+Jose-CA-95126/storeid=2294?WT.mc_id=LS_GOOGLE_FS_2294,OPERATIONAL
434,CVS Pharmacy 9559,1285 Lincoln Ave,San Jose,-121.89867,37.30508,Santa Clara,37.3050568,-121.8989091,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95125,(408) 280-6018,https://www.cvs.com/store-locator/cvs-pharmacy-address/1285+Lincoln+Avenue-San+Jose-CA-95125/storeid=9559?WT.mc_id=LS_GOOGLE_FS_9559,OPERATIONAL
435,7-eleven 17195,1590 Franklin St,Santa Clara,-121.95132,37.347332,Santa Clara,37.3471553,-121.9510808,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95050,(408) 984-7928,https://www.7-eleven.com/locations/ca/santa-clara/1590-franklin-st-17195?yext=17195,OPERATIONAL
436,7-Eleven 14301E,691 1st St,Gilroy,-121.58146,37.013458,Santa Clara,37.0138633,-121.5814779,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95020,(408) 842-3201,https://www.7-eleven.com/locations/ca/gilroy/691-first-st-14301?yext=14301,OPERATIONAL
437,CVS Pharmacy 9257,5170 Moorpark Ave,San Jose,-121.99433,37.309471,Santa Clara,37.30881000000001,-121.99466,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95129,(408) 257-9918,https://www.cvs.com/store-locator/cvs-pharmacy-address/5170+Moorpark+Avenue-San+Jose-CA-95129/storeid=9257?WT.mc_id=LS_GOOGLE_FS_9257,OPERATIONAL
438,CVS Pharmacy 9896,4550 Meridian Ave,San Jose,-121.89925,37.256679999999996,Santa Clara,37.256944,-121.8988751,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95124,(408) 267-1472,https://www.cvs.com/store-locator/cvs-pharmacy-address/4550+Meridian+Avenue-San+Jose-CA-95124/storeid=9896?WT.mc_id=LS_GOOGLE_FS_9896,OPERATIONAL
439,Cambrian Park Plaza Cfm,14900 Camden Ave,San Jose,-121.93043999999999,37.26162,Santa Clara,37.2599931,-121.9304936,No hours listed,95124,(916) 727-1005,http://www.cambrianparkplazashoppingcenter.com/,CLOSED_TEMPORARILY
440,CVS Pharmacy 9342,16995 Walnut Grove Dr,Morgan Hill,-121.63778,37.129234000000004,Santa Clara,37.1291711,-121.6385329,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM",95037,(408) 779-6981,https://www.cvs.com/store-locator/cvs-pharmacy-address/16995+Walnut+Grove+Drive-Morgan+Hill-CA-95037/storeid=9342?WT.mc_id=LS_GOOGLE_RX_9342,OPERATIONAL
441,Target Store T-1427,1600 Saratoga Ave,San Jose,-121.99089,37.292598999999996,Santa Clara,37.2914104,-121.9903485,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95129,(408) 871-7984,https://www.target.com/sl/san-jose-westgate/1427,OPERATIONAL
442,Safeway 2934,100 S 2nd St,San Jose,-121.88805,37.334831,Santa Clara,37.3347222,-121.8875,No hours listed,95113,(408) 292-4010,http://local.safeway.com/ca/san-jose-2934.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,CLOSED_PERMANENTLY
443,CVS Pharmacy 9834,12940 Saratoga Sunnyvale Rd,Saratoga,-122.03225,37.280663,Santa Clara,37.280163,-122.0312529,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95070,(408) 867-6822,https://www.cvs.com/store-locator/cvs-pharmacy-address/12940+Saratoga+Sunnyvale+Road-Saratoga-CA-95070/storeid=9834?WT.mc_id=LS_GOOGLE_FS_9834,OPERATIONAL
444,7 Eleven 14247D,262 W Sunnyoaks Ave,Campbell,-121.95485,37.272182,Santa Clara,37.2718501,-121.9548176,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95008,(408) 376-0773,https://www.7-eleven.com/locations/ca/campbell/262-w.-sunnyoaks-ave-14247?yext=14247,OPERATIONAL
445,7-Eleven 33660A,1380 Pear Ave,Mountain View,-122.07726000000001,37.415554,Santa Clara,37.415994,-122.0771611,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",94043,(650) 964-7259,https://www.7-eleven.com/locations/ca/mountain-view/1380-pear-avenue-33660?yext=33660,OPERATIONAL
446,CVS Pharmacy 9982,750 Blossom Hill Rd,Los Gatos,-121.96141999999999,37.235374,Santa Clara,37.2343558,-121.9618769,"Monday: 7:00 AM – 9:00 PM
Tuesday: 7:00 AM – 9:00 PM
Wednesday: 7:00 AM – 9:00 PM
Thursday: 7:00 AM – 9:00 PM
Friday: 7:00 AM – 9:00 PM
Saturday: 7:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95032,(408) 356-3464,https://www.cvs.com/store-locator/cvs-pharmacy-address/750+Blossom+Hill+Road-Los+Gatos-CA-95032/storeid=9982?WT.mc_id=LS_GOOGLE_FS_9982,OPERATIONAL
447,CVS Pharmacy 9894,10455 S de Anza Blvd,Cupertino,-122.03245,37.316425,Santa Clara,37.3164862,-122.0337909,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95014,(408) 996-1911,https://www.cvs.com/store-locator/cvs-pharmacy-address/10455+South+De+Anza+Boulevard-Cupertino-CA-95014/storeid=9894?WT.mc_id=LS_GOOGLE_FS_9894,OPERATIONAL
448,99 Cents Only Stores 270,1915 W San Carlos St,San Jose,-121.92929,37.323448,Santa Clara,37.3237555,-121.9292671,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM",95110,(408) 971-1501,http://99only.com/store/San-JoseW.-San-Carlos/,OPERATIONAL
449,Mi Rancho Market,494 Auzerais Ave,San Jose,-121.89703,37.324515999999996,Santa Clara,37.32449769999999,-121.8969745,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: 9:00 AM – 11:00 PM",95126,(408) 295-1786,http://miranchosupermarket.com/,OPERATIONAL
450,Sungarden Chevron 5862,1418 Monterey Hwy,San Jose,-121.87345,37.316078000000005,Santa Clara,37.3158409,-121.8727828,"Monday: 5:00 AM – 12:00 AM
Tuesday: 5:00 AM – 12:00 AM
Wednesday: 5:00 AM – 12:00 AM
Thursday: 5:00 AM – 12:00 AM
Friday: 5:00 AM – 12:00 AM
Saturday: 5:00 AM – 12:00 AM
Sunday: 5:00 AM – 12:00 AM",95110,(408) 292-6250,http://www.chevronwithtechron.com/findastation.aspx,OPERATIONAL
451,"H Mart San Jose, Llc",1710 Oakland Rd,San Jose,-121.8959,37.383057,Santa Clara,37.3836167,-121.8946339,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM",95131,(408) 599-5440,http://www.hmart.com/,OPERATIONAL
452,Oakmont Produce Market #2,810 W Hamilton Ave,Campbell,-121.96359,37.294140000000006,Santa Clara,37.293405,-121.9636701,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 7:00 PM",95008,(408) 866-6555,http://www.oakmontproduce.com/,OPERATIONAL
453,Walgreens 06585,1570 W Campbell Ave,Campbell,-121.97774,37.286003,Santa Clara,37.2851453,-121.9774054,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 9:00 AM – 9:00 PM",95008,(408) 374-3038,https://www.walgreens.com/locator/walgreens-1570+w+campbell+ave-campbell-ca-95008/id=6585,OPERATIONAL
454,Walgreens 07079,1615 Meridian Ave,San Jose,-121.91358000000001,37.29385,Santa Clara,37.2938742,-121.9142666,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 9:00 AM – 9:00 PM",95125,(408) 978-5393,https://www.walgreens.com/locator/walgreens-1615+meridian+ave-san+jose-ca-95125/id=7079,OPERATIONAL
455,Walgreens 03380,1306 S Mary Ave,Sunnyvale,-122.05051,37.351379,Santa Clara,37.351749,-122.0499848,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 8:00 AM – 10:00 PM",94087,(408) 732-2729,https://www.walgreens.com/locator/walgreens-1306+s+mary+ave-sunnyvale-ca-94087/id=3380,OPERATIONAL
